대상유형,지역,제목,detail_url,신청기간,신청방법,접수기관,지원형태,지원대상,지원내용,문의처,기타,카테고리_분류,지원형태_분류,지원대상_원문,지원대상_초벌요약,지원내용_원문,지원내용_초벌요약,age_eff_ranges,age_has_rule,target_labels,support_labels,category_labels,is_financial_benefit,is_direct_cash,has_medical,has_housing,has_service,is_always_open,has_online_apply,summary_len,raw_text_len,summary_compression_rate,amount_proxy_million
임산부,강원특별자치도/동해시,임산부 및 영유아 관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/421000000627?administOrgCd=ALL,상시신청,보건소 방문 신청,보건소,현물,"지원대상
○ 관내 주민등록을 둔 임산부","지원내용
○ 관내 주민등록을 둔 임산부 대상으로 임산부 영양제 및 산전검사 쿠폰, 건강관리용품 등 제공",보건소 보건정책과 (☎033-530-2403),,임신/출산/육아,"이용권,물품지원",(1) 관내 주민등록을 둔 임산부,(1) 관내 주민등록을 둔 임산부,"(1) 관내 주민등록을 둔 임산부 대상으로 임산부 영양제 및 산전검사 쿠폰, 건강관리용품 등 제공","(1) 관내 주민등록을 둔 임산부 대상으로 임산부 영양제 및 산전검사 쿠폰, 건강관리용품 등 제공",[],False,['임산부'],"['이용권', '물품지원']","['임신', '출산', '육아']",True,False,False,False,False,True,True,73,79,0.07594936708860756,
한부모,강원특별자치도/동해시,저소득 주민 국민건강보험료 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/421000000634?administOrgCd=ALL,매월,"○ 개인 신청절차 없음
 - 국민건강보험공단에서 통보한 자료를 토대로 시담당자가 대상자 최종 선정",시·군·구청,현금(보험),"지원대상
○ 국민기초생활수급권자가 아닌 세대로 국민건강보험료 및 노인장기요양보험료의 부과금액이 최저보험료 미만인 세대
 - 주민등록상 65세 이상 노인으로 구성된 세대
 - 장애인복지법상 등록 장애인이 있는 세대
 - 한부모가족지원법상 한부모 또는 조손가족","지원내용
○ 저소득주민 건강보험료 지원
 - 지원근거 : 동해시 저소득주민 국민건강보험료 등 지원 조례
 - 지원금액 : 보험료 부과금액 기준 월 최저보험료 미만 범위 내",복지과 희망복지팀 (☎033-530-2130),,"한부모,고령자,취약계층","직접금전지원,보험료지원","(1) 국민기초생활수급권자가 아닌 세대로 국민건강보험료 및 노인장기요양보험료의 부과금액이 최저보험료 미만인 세대
 - 주민등록상 65세 이상 노인으로 구성된 세대
 - 장애인복지법상 등록 장애인이 있는 세대
 - 한부모가족지원법상 한부모 또는 조손가족",국민기초생활수급권자가 아닌 세대로 부과금액이 최저보험료 미만인 세대이다.,"(1) 저소득주민 건강보험료 지원
 - 지원근거 : 동해시 저소득주민 국민건강보험료 등 지원 조례
 - 보험료 부과금액 기준 월 최저보험료 미만 범위 내",저소득주민 건강보험료 지원으로 건강보험료가 지원된다.,"[[65, 200]]",True,['한부모'],"['직접금전지원', '보험료지원']","['한부모', '고령자', '취약계층']",True,True,False,False,False,False,True,70,239,0.7071129707112971,
임산부,강원특별자치도/삼척시,공공산후조리원 이용료 지급,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/424000000167?administOrgCd=ALL,임신32주 경과 후,○ 삼척의료원 공공산후조리원 사전예약 신청 (033-570-7550),삼척의료원 공공산후조리원 사전예약 신청,현금(감면),"지원대상
○ 출산일 기준 관내 주민등록이 되어 있는 임산부(1년 이상 거주 증명)","지원내용
○ 공공산후조리원 이용료 지급(14일 기준 180만원)",건강증진과 (☎033-570-4696),,임신/출산/육아,"직접금전지원,감면할인지원",(1) 출산일 기준 관내 주민등록이 되어 있는 임산부 ( 1년 이상 거주 증명 ),(1) 출산일 기준 관내 주민등록이 되어 있는 임산부 ( 1년 이상 거주 증명 ),(1) 공공산후조리원 이용료 지급 ( 14일 기준 180만원 ),(1) 공공산후조리원 이용료 지급 ( 14일 기준 180만원 ),[],False,['임산부'],"['직접금전지원', '감면할인지원']","['임신', '출산', '육아']",True,True,False,False,False,False,True,81,81,0.0,1.8
한부모,강원특별자치도/삼척시,연탄 보일러 설치 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/424000000163?administOrgCd=ALL,2차신청 : 2024.08.02~08.22,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,현금,"지원대상
○ 관내 삼척 저소득가구
 - 기초생활수급 가구
 - 차상위 계층(한부모 가정 포함)
 - 소년.소녀가장 세대
 - 그 밖의 소외계층 가구(만65세 이상 고령가구, 장애인가구, 그 밖의 저소득층 가구)
 - 그 밖에 시장이 필요로 하다고 인정하는 일반가구","지원내용
○ 저소득가구 연탄보일러 설치비 지원
 - 지원대상 : 삼척시에 주소를 두고 실제 거주하는 가구로서 최근 3년이내 보조금을 지원받지 아니한 가구로서
 연탄보일러 신규설치 가구, 기존 보일러(유류, 가스, 노후연탄보일러, 기타연료)를 연탄보일러로 교체하거나 연탄보일러를 겸용으로 설치하는 가구",경제과 (☎033-570-3366),,"한부모,취약계층",직접금전지원,"(1) 관내 삼척 저소득가구
 - 기초생활수급 가구
 - 차상위 계층 ( 한부모 가정 포함 )
 - 소년.소녀가장 세대
 - 그 밖의 소외계층 가구 ( 만65세 이상 고령가구, 장애인가구, 그 밖의 저소득층 가구 )
 - 그 밖에 시장이 필요로 하다고 인정하는 일반가구",관내 삼척 저소득가구와 삼천 저소득가구가 관내에 거주하고 있다.,"(1) 저소득가구 연탄보일러 설치비 지원
 - 삼척시에 주소를 두고 실제 거주하는 가구로서 최근 3년이내 보조금을 지원받지 아니한 가구로서
(2) 연탄보일러 신규설치 가구, 기존 보일러 ( 유류, 가스, 노후연탄보일러, 기타연료 ) 를 연탄보일러로 교체하거나 연탄보일러를 겸용으로 설치하는 가구","저소득가구 신규설치 가구, 기존 보일러를 연탄보일러로 교체하거나 겸용으로 설치하는 가구 등을 대상으로 지원한다.","[[65, 200]]",True,['한부모'],['직접금전지원'],"['한부모', '취약계층']",True,True,False,False,False,False,True,98,315,0.6888888888888889,
한부모,강원특별자치도/삼척시,저소득 주민 행복돌봄 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/424000000154?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,서비스(돌봄),"지원대상
○ 「국민기초생활보장법」에 따른 수급권자 및 차상위 계층 

○ 「한부모가족지원법」에 따른 저소득 한부모 및 조손가족 

○ 「노인복지법」에 따른 홀로 사는 노인 및 노인으로만 구성된 가구 

○ 「아동복지법」에 따른 가정위탁보호아동, 소년소녀가정아동 

○ 「장애인복지법」에 따른 등록된 저소득 장애인 

○ 「사회복지사업법」에 따른 사회복지시설에서 보호를 하는 사람 또는 동 시설을 이용하는 사람 

○ 재해, 질병, 실직, 사고, 사업실패 등으로 생활이 어려운 사람 

○ 그 밖에 생활이 어려운 사람으로서 삼척시장(이하 “시장”이라 한다)이 지원이 필요하다고 인정하는 사람","지원내용
○ 저소득층 의료비, 간병비, 교육경비, 공공요금 등",복지정책과 (☎033-570-3348),,"한부모,임신/출산/육아,고령자,취약계층","교육지원,의료지원,서비스","(1) 「국민기초생활보장법」에 따른 수급권자 및 차상위 계층
(2) 「한부모가족지원법」에 따른 저소득 한부모 및 조손가족
(3) 「노인복지법」에 따른 홀로 사는 노인 및 노인으로만 구성된 가구
(4) 「아동복지법」에 따른 가정위탁보호아동, 소년소녀가정아동
(5) 「장애인복지법」에 따른 등록된 저소득 장애인
(6) 「사회복지사업법」에 따른 사회복지시설에서 보호를 하는 사람 또는 동 시설을 이용하는 사람
(7) 재해, 질병, 실직, 사고, 사업실패 등으로 생활이 어려운 사람
(8) 그 밖에 생활이 어려운 사람으로서 삼척시장 ( 이하 “시장”이라 한다 ) 이 지원이 필요하다고 인정하는 사람","「국민기초생활보장법」에 따른 수급권자 및 차상위 계층, 저소득 한부모 및 조손가족, 홀로 사는 노인 및 노인으로만 구성된 가구 등은 삼척시장 지원이 필요하다고 인정하는 사람 이다.","(1) 저소득층 의료비, 간병비, 교육경비, 공공요금 등","(1) 저소득층 의료비, 간병비, 교육경비, 공공요금 등",[],False,['한부모'],"['교육지원', '의료지원', '서비스']","['한부모', '임신', '출산', '육아', '고령자', '취약계층']",False,False,True,False,True,True,True,132,364,0.6373626373626373,
한부모,강원특별자치도/양구군,복지사각지대 및 저소득층 긴급 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/432000000245?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 기타 : 병원, 해당 읍면사무소 내방.","병원,주민센터",현금,"지원대상
○ 재산기준 101백만원 이하, 소득기준 중위소득 75% 이하, 금융기준 800만원 이하 대상자","지원내용
○ 의료비 비급여 지원(간병비, 주거환경개선비)

○ 저소득층 특별지원",사회복지과 (☎033-480-2501),,취약계층,"직접금전지원,의료지원,주거지원","(1) 재산기준 101백만원 이하, 소득기준 중위소득 75% 이하, 금융기준 800만원 이하 대상자","(1) 재산기준 101백만원 이하, 소득기준 중위소득 75% 이하, 금융기준 800만원 이하 대상자","(1) 의료비 비급여 지원 ( 간병비, 주거환경개선비 )
(2) 저소득층 특별지원","(1) 의료비 비급여 지원 ( 간병비, 주거환경개선비 )
(2) 저소득층 특별지원",[],False,['한부모'],"['직접금전지원', '의료지원', '주거지원']",['취약계층'],True,True,True,True,False,True,True,101,103,0.01941747572815533,
임산부,강원특별자치도/양양군,임산부 영양제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/435000000129?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 관할 보건소",보건소,현물,"지원대상
○ 관할 보건소 등록 임신부","지원내용
○ 관내 주소를 둔 임산부로 임신초기부터 분만까지 엽산제 지원
○ 관내 주소를 둔 임산부로 임신 15주부터 분만후 3개월까지 철분제 지원
○ 관내 주소를 둔 임산부로 임신부터 분만까지 유산균제 지원
○ 관내 주소를 둔 임산부로 임신부터 분만까지 비타민D 지원",보건소 (☎033-670-1721),,임신/출산/육아,물품지원,(1) 관할 보건소 등록 임신부,(1) 관할 보건소 등록 임신부,"(1) 관내 주소를 둔 임산부로 임신초기부터 분만까지 엽산제 지원
(2) 관내 주소를 둔 임산부로 임신 15주부터 분만후 3개월까지 철분제 지원
(3) 관내 주소를 둔 임산부로 임신부터 분만까지 유산균제 지원
(4) 관내 주소를 둔 임산부로 임신부터 분만까지 비타민D 지원","관내 주소를 둔 임산부는 임신초기부터 분만까지 엽산제, 철분제, 유산균제, 비타민D를 지원받을 수 있다.",[],False,['임산부'],['물품지원'],"['임신', '출산', '육아']",False,False,False,False,False,True,True,76,170,0.5529411764705883,
한부모,강원특별자치도/영월군,어려운 가구 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000236?administOrgCd=ALL,읍면 및 단체 일괄 추천,"○ 개인 신청절차 없음
 - 저소득가구 읍면, 단체 추천",개인 신청절차 없음,현물,"지원대상
○ 기초수급 및 차상위, 보훈단체 및 진규폐환자, 독거노인, 저소득 장애인, 기타 저소득가구","지원내용
○ 영월군 사회복지시설, 보훈단체, 진규폐환자, 저소득가구 등 설, 추석명절 위문품 지원
○ 혹서기 폭염 및 동절기 한파 취약계층 지원",주민복지과 (☎033-370-2619),,"1인가구,고령자,취약계층",물품지원,"(1) 기초수급 및 차상위, 보훈단체 및 진규폐환자, 독거노인, 저소득 장애인, 기타 저소득가구","(1) 기초수급 및 차상위, 보훈단체 및 진규폐환자, 독거노인, 저소득 장애인, 기타 저소득가구","(1) 영월군 사회복지시설, 보훈단체, 진규폐환자, 저소득가구 등 설, 추석명절 위문품 지원
(2) 혹서기 폭염 및 동절기 한파 취약계층 지원","(1) 영월군 사회복지시설, 보훈단체, 진규폐환자, 저소득가구 등 설, 추석명절 위문품 지원
(2) 혹서기 폭염 및 동절기 한파 취약계층 지원",[],False,['한부모'],['물품지원'],"['1인가구', '고령자', '취약계층']",False,False,False,False,False,False,True,133,137,0.029197080291970767,
여성,강원특별자치도/영월군,여성농업인 농작업 편이장비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000230?administOrgCd=ALL,매년 초,"○ 방문 신청
 - 읍면사무소 및 농업기술센터 : 거주지 관할 읍면사무소 및 농업기술센터에 방문 신청","농업기술센터,주민센터",현물,"지원대상
○ 관내 거주 여성농업인('22.12.31.이전 농업경영체 등록 必)","지원내용
○ 농산물 운반대, 소포장기 등 농작업 편이장비 지원, 농가당 10만원~300만원(50% 보조)",자원육성과 (☎033-370-7874),,농/어업인,물품지원,(1) 관내 거주 여성농업인 ( '22.12.31.이전 농업경영체 등록 必 ),(1) 관내 거주 여성농업인 ( '22.12.31.이전 농업경영체 등록 必 ),"(1) 농산물 운반대, 소포장기 등 농작업 편이장비 지원, 농가당 10만원~300만원 ( 50% 보조 )","(1) 농산물 운반대, 소포장기 등 농작업 편이장비 지원, 농가당 10만원~300만원 ( 50% 보조 )",[],False,['여성'],['물품지원'],"['농', '어업인']",False,False,False,False,False,False,True,102,102,0.0,3.0
임산부,강원특별자치도/영월군,영양플러스 보충식품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000240?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,"현물, 기타(교육), 기타(상담)","지원대상
○ 대상구분: 임산부(임신ㆍ출산ㆍ수유부), 만 6세(72개월)까지의 영유아
○ 거주기준: 영월군 거주자
○ 소득수준: 가구 규모별 건강보험료 기준(기준 중위소득 80%) 
○ 영양위험요인: 빈혈,저체중, 성장부진, 영양섭취상태 중 한 가지 이상의 영양 위험요인 보유자
중복혜택 안돼요
'저소득층 기저귀,조제분유 지원사업'의 조제분유 지원을 받는 영유아 '임산부 친환경 농산물꾸러미사업'에 참여하는 임신,출산,수유부","지원내용
○ 영양취약계층에 보충식품 지원
○ 영양교육 및 상담 실시
○ 대상구분별 식생활ㆍ영양관리",영월군보건소 영양플러스실 (☎033-370-5456),,"임신/출산/육아,취약계층","교육지원,상담지원,물품지원","(1) 구분: 임산부 ( 임신ㆍ출산ㆍ수유부 ) , 만 6세 ( 72개월 ) 까지의 영유아
(2) 거주기준: 영월군 거주자
(3) 소득수준: 가구 규모별 건강보험료 기준 ( 기준 중위소득 80% ) 
(4) 영양위험요인: 빈혈,저체중, 성장부진, 영양섭취상태 중 한 가지 이상의 영양 위험요인 보유자
 - 중복혜택 안돼요
 - '저소득층 기저귀,조제분유 지원사업'의 조제분유 지원을 받는 영유아 '임산부 친환경 농산물꾸러미사업'에 참여하는 임신,출산,수유부","대상구분: 임산부, 만 6세 ( 72개월 ) 까지의 영유아 거주기준: 영월군 거주자 소득수준: 가구 규모별 건강보험료 기준: 영양위험요인: 빈혈, 저체중, 성장부진, 영양섭취상태 중 한 가지 이상의 영양 위험 요인 보유자 중복혜택 안돼요 '저소득층 기저귀, 조제분유 지원사업'에 참여하는 임신, 출산, 수유부.","(1) 영양취약계층에 보충식품 지원
(2) 영양교육 및 상담 실시
(3) 대상구분별 식생활ㆍ영양관리","영양취약계층에 보충식품 지원 영양교육 및 상담 실시 대상구분별 식생활ᆞ영양관리대상구분, 구분에 따라 식습관, 영양관리에 대해 교육 및 상담을 실시한다.","[[0, 6]]",True,['임산부'],"['교육지원', '상담지원', '물품지원']","['임신', '출산', '육아', '취약계층']",False,False,False,False,False,True,True,258,291,0.11340206185567014,
임산부,강원특별자치도/영월군,임신 및 출산 축하기념품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000195?administOrgCd=ALL,상시신청,"○ 임신 축하 기념품: 보건소 방문신청
○ 출산 축하 꾸러미: 거주지 관할 주민센터에 방문 신청","주민센터,보건소","현금, 현물","지원대상
○ 임신 축하 기념품: 관내 주민등록을 둔 임신 20주 이후 임산부
○ 출산 축하 꾸러미: 영월군에 출생신고 된 신생아 및 입양아동의 부모가 출산·입양일 기준으로 6개월 전부터 영월군에 주민등록을 두고, 지원일 현재 영월군에 계속 거주하는 사람(다만, 출산·입양일 기준으로 거주기간 6개월 미만인 경우, 부모 거주기간 6개월 충족 후 지급)","지원내용
○ 임신 축하 기념품: 임신 20주 이후 임신축하기념품(지역화폐 7만원) 제공
○ 출산 축하 꾸러미: 출산가정에 축하꾸러미(미역,소고기,티슈셑 등) 지원","영월군보건소 모자보건팀 (☎033-370-5452)
영월군보건소 모자보건팀 (☎033-370-5453)",,임신/출산/육아,"직접금전지원,물품지원","(1) 임신 축하 기념품: 관내 주민등록을 둔 임신 20주 이후 임산부
(2) 출산 축하 꾸러미: 영월군에 출생신고 된 신생아 및 입양아동의 부모가 출산·입양일 기준으로 6개월 전부터 영월군에 주민등록을 두고, 지원일 현재 영월군에 계속 거주하는 사람 ( 다만, 출산·입양일 기준으로 거주기간 6개월 미만인 경우, 부모 거주기간 6개월 충족 후 지급 )",임신 축하 기념품: 관내 주민등록을 둔 임신 20주 이후 임산부 출산 축하 꾸러미: 영월군에 출생신고 된 신생아 및 입양아동의 부모가 출산·입양일 기준으로 6개월 전부터 거주한다.,"(1) 임신 축하 기념품: 임신 20주 이후 임신축하기념품 ( 지역화폐 7만원 ) 제공
(2) 출산 축하 꾸러미: 출산가정에 축하꾸러미 ( 미역,소고기,티슈셑 등 ) 지원",임신 축하 기념품: 지역화폐 7만원 제공 출산 축하 꾸러미: 출산가정에 축하꾸러미를 지원한다.,"[[0, 1]]",True,['임산부'],"['직접금전지원', '물품지원']","['임신', '출산', '육아']",True,True,False,False,False,True,True,153,286,0.465034965034965,0.07
"여성, 임산부",강원특별자치도/영월군,풍진검사 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000219?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,서비스(의료),"지원대상
○ 관내 주민등록을 둔 가임기 여성 및 임산부","지원내용
○ 가임기여성 및 임산부 산전검사 및 풍진검사 지원",영월군 보건소 모자보건실 (☎033-370-5453),,임신/출산/육아,"의료지원,서비스",(1) 관내 주민등록을 둔 가임기 여성 및 임산부,(1) 관내 주민등록을 둔 가임기 여성 및 임산부,(1) 가임기여성 및 임산부 산전검사 및 풍진검사 지원,(1) 가임기여성 및 임산부 산전검사 및 풍진검사 지원,[],False,"['여성', '임산부']","['의료지원', '서비스']","['임신', '출산', '육아']",False,False,True,False,True,True,True,58,64,0.09375,
한부모,강원특별자치도/원주시,가사·간병 방문 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/419000000127?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청",주민센터,이용권,"지원대상
○ 사업대상: 65세 미만의 기초생활수급자 및 차상위계층 중
 - 장애정도가 심한 장애인 (※장애인활동지원 서비스 우선 신청)
 - 중증질환자, 희귀난치성질환자, 의료급여 장기입원 사례관리 퇴원자
 - 소년소녀가정, 조손가정, 한부모가정의 자녀 및 손자녀
 - 예산의 범위 내에서 장애정도가 심하지 않은 장애인","지원내용
○ 지원대상 : 65세 미만의 기준중위소득 70% 이하 계층 중 가사·간병 서비스(신체수발, 청소·식사, 외출동행 등)가 필요한 자
 - 장애정도가 심한 장애인, 6개월 이상 치료를 요하는 중증질환자, 희귀난치성 질환자, 소년소녀가정, 조손가정, 한부모가정, 
 65세 미만의 의료급여수급자 중 장기입원 사례관리 퇴원자

○ 서비스 금액(1인/월) 
 - 정부지원금
 ㆍA형(월24시간) : 가형 412,800원 / 나형 388,030원
 ㆍB형(월27시간) : 가형 450,470원 / 나형 436,540원
 ㆍC형(월40시간) : 688,000원
 - 본인부담금
 ㆍA형(월24시간) : 가형 면제 / 나형 24,770원
 ㆍB형(월27시간) : 가형 13,930원 / 나형 27,860원
 ㆍC형(월40시간) : 면제

○ 제공기간 : 12개월(단, 재판정 절차를 통해 1년 단위로 연장 가능)",원주시청 생활보장과 (☎033-737-2671),,"한부모,취약계층","직접금전지원,이용권,의료지원,서비스","(1) 사업대상: 65세 미만의 기초생활수급자 및 차상위계층 중
 - 장애정도가 심한 장애인 ( ※장애인활동지원 서비스 우선 신청 )
 - 중증질환자, 희귀난치성질환자, 의료급여 장기입원 사례관리 퇴원자
 - 소년소녀가정, 조손가정, 한부모가정의 자녀 및 손자녀
 - 예산의 범위 내에서 장애정도가 심하지 않은 장애인",사업대상은 65세 미만의 기초생활수급자 및 차상위계층 중 65세이상의 65세가 미만인 수급자이다.,"(1) 65세 미만의 기준중위소득 70% 이하 계층 중 가사·간병 서비스 ( 신체수발, 청소·식사, 외출동행 등 ) 가 필요한 자
 - 장애정도가 심한 장애인, 6개월 이상 치료를 요하는 중증질환자, 희귀난치성 질환자, 소년소녀가정, 조손가정, 한부모가정,
(2) 65세 미만의 의료급여수급자 중 장기입원 사례관리 퇴원자
(3) 서비스 금액 ( 1인/월 )
 - 정부지원금
(4) ㆍA형 ( 월24시간 ) : 가형 412,800원 / 나형 388,030원
(5) ㆍB형 ( 월27시간 ) : 가형 450,470원 / 나형 436,540원
(6) ㆍC형 ( 월40시간 ) : 688,000원
 - 본인부담금
(7) ㆍA형 ( 월24시간 ) : 가형 면제 / 나형 24,770원
(8) ㆍB형 ( 월27시간 ) : 가형 13,930원 / 나형 27,860원
(9) ㆍC형 ( 월40시간 ) : 면제
(10) 제공기간 : 12개월 ( 단, 재판정 절차를 통해 1년 단위로 연장 가능 )","65세 미만의 기준중위소득 70% 이하 계층 중 가사·간병 서비스가 필요한 자 의료급여수급자 중 장기입원 사례관리 퇴원자 서비스 금액 ( 1인/월 ) , 제공기간 : 12개월 ( 단, 재판정 절차를 통해 1년 단위로 연장 가능 ) .","[[0, 64]]",True,['한부모'],"['직접금전지원', '이용권', '의료지원', '서비스']","['한부모', '취약계층']",True,True,True,False,True,True,True,185,631,0.7068145800316957,0.688
임산부,강원특별자치도/원주시,산후 건강관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/419000000120?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 주소지 관할 보건소 방문",보건소,현금,"지원대상
○ 강원도내 6개월 이상 거주 산모","지원내용
○ 강원도 내 6개월 이상 거주 산모에게 산후 건강관리비 현금지원
 - 첫째 15만원, 둘째 20만원, 셋째아 이상 30만원",의료지원과 (☎033-737-4057),,임신/출산/육아,직접금전지원,(1) 강원도내 6개월 이상 거주 산모,(1) 강원도내 6개월 이상 거주 산모,"(1) 강원도 내 6개월 이상 거주 산모에게 산후 건강관리비 현금지원
 - 첫째 15만원, 둘째 20만원, 셋째아 이상 30만원",강원도 내 6개월 이상 거주 산모에게 산후 건강관리비를 현금지원하여 산모를 지원한다.,"[[0, 200]]",True,['임산부'],['직접금전지원'],"['임신', '출산', '육아']",True,True,False,False,False,True,True,69,99,0.303030303030303,0.3
한부모,강원특별자치도/인제군,저소득층 노인 보험료 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/433000000141?administOrgCd=ALL,신청 불필요,"○ 개인 신청절차 없음
 - 별도 신청 불필요",개인 신청절차 없음,현금(보험),"지원대상
○ 국민건강보험공단 인제군 지역가입자로서 보험료가 보건복지부장관이 고시한 최저보험료 이하인 노인·장애인·한부모세대","지원내용
○ 저소득 취약계층의 국민건강보험료 및 장기요양보험료 지원",주민복지과 (☎033-460-2212),,"한부모,고령자,취약계층","직접금전지원,보험료지원",(1) 국민건강보험공단 인제군 지역가입자로서 보험료가 보건복지부장관이 고시한 최저보험료 이하인 노인·장애인·한부모세대,(1) 국민건강보험공단 인제군 지역가입자로서 보험료가 보건복지부장관이 고시한 최저보험료 이하인 노인·장애인·한부모세대,(1) 저소득 취약계층의 국민건강보험료 및 장기요양보험료 지원,(1) 저소득 취약계층의 국민건강보험료 및 장기요양보험료 지원,[],False,['한부모'],"['직접금전지원', '보험료지원']","['한부모', '고령자', '취약계층']",True,True,False,False,False,False,True,100,106,0.05660377358490565,
한부모,강원특별자치도/인제군,한부모가족 생활안정비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/433000000136?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,현금,"지원대상
○ 관내에 주소를 둔 저소득 한부모가정","지원내용
○ 저소득한부모가족으로 책정된 가정에 매월 5만원 지급",주민복지과 (☎033-460-2216),,"한부모,취약계층",직접금전지원,(1) 관내에 주소를 둔 저소득 한부모가정,(1) 관내에 주소를 둔 저소득 한부모가정,(1) 저소득한부모가족으로 책정된 가정에 매월 5만원 지급,(1) 저소득한부모가족으로 책정된 가정에 매월 5만원 지급,[],False,['한부모'],['직접금전지원'],"['한부모', '취약계층']",True,True,False,False,False,True,True,56,62,0.09677419354838712,0.05
