region,title,detail_url,period,agency,contact,type,apply_url,신청기간,전화문의,신청방법,접수기관,지원형태,사업근거,지원대상,지원내용,문의처
공공기관,SRT 임산부 할인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55391200001?administOrgCd=ALL,상시신청,"주민센터, 보건소",,현금(감면),,상시신청,,"1. 온라인 : 정부24(https://www.gov.kr)
2. 방 문 : 지역 동사무소 또는 보건소
3. 문의처 : 1588-2188
* 온라인 신청 시 공동인증서 로그인 후 신청가능

(에스알 신청방법)

1. 온라인 : 에스알 홈페이지(https://etk.srail.kr) * 행정안전부 연계
2. 증빙자료 : 임신확인서 또는 임신진단서 제출
3. 문의처 : 1800-1472","주민센터,보건소",현금(감면),[정관/약관 등 기타] 내부방침,"지원대상
SRT 임산부 할인 등록을 완료한 SR 회원","지원내용
(지원대상) 에스알 회원 중 임산부 외 보호자 1명(임산부와 동행하지 않고 보호자 단독 승차 불가능)

(서비스 기간) 출산(예정일) + 1년 기간 까지

(할인율) SRT 열차별 승차율에 따라 지정된 좌석의 운임을 30% 할인
- 특실 서비스요금은 할인하지 않고(운임만 할인) 최저운임 이하로는 할인하지 않음
- 다른 할인과 중복으로 적용하지 않음

(이용방법)
- 열차 출발 20분 전까지 SR 홈페이지 및 SRT 앱에서 할인승차권 구매 가능
- 할인 승차권은 역 창구(고객센터)에서 변경시 할인 적용 취소
- 할인 승차권은 구입한 본인(임산부)과 보호자 1명에 한하여 이용이 가능하며, 승차 시 신분증 제시
- 등록된 자 이외 다른 사람이 이용하는 경우 할인금액 회수 및 추가로 부가운임을 수수하며, 할인승차권을 다른 사람에게 제공한 회원은 할인자격 정지

(이 상품은 열차별 승차율에 따라 운영하는 상품으로 고객이 원하는 시간대에 할인열차가 운행되지 않거나 할인좌석이 조기에 매진될 수 있으며 할인율 및 상기 지원내용은 에스알의 영업정책에 따라 사전 공지없이 변경될 수 있습니다. 또한 명절 특별 수송기간에는 운영하지 않습니다.)",
경기도/성남시,임산부 유축기 대여 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/378000000150?administOrgCd=ALL,상시신청,보건소,"수정구보건소 / 031-729-3850, 중원구보건소 / 031-729-2487, 분당구보건소 / 031-729-4337",현물,,상시신청,"수정구보건소 (031-729-3850), 중원구보건소 (031-729-2487), 분당구보건소 (031-729-4337)","○ 방문 신청
 - 보건소 : 산모 신분증 및 주민등록증 등본(아기이름 기재) 또는 출생증명서를 지참하여 보건소 방문 및 팩스신청",보건소,현물,[법령] 모자보건법,"지원대상
○ 부부 중 1명이 실거주지 및 수령지 모두 성남시 주민등록 주소지인 출산 후 3개월 이내의 산모","지원내용
○ 부부 중 1명이 성남시 주민등록 주소지인 출산 후 3개월 이내의 산모 대상으로 유축기 수령일로부터 1개월(30일)간 유축기 대여","수정구보건소 (☎031-729-3850)
중원구보건소 (☎031-729-2487)
분당구보건소 (☎031-729-4337)"
전북특별자치도/군산시,임산부 건강관리 서비스(산모도우미),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/467000000116?administOrgCd=ALL,상시신청,보건소,건강관리과 / 063-454-5858,이용권,http://www.bokjiro.go.kr/,상시신청,건강관리과 (063-454-5858),"○ 방문 신청 
 - 보건소 : 보건소 방문신청

○ 온라인 신청 
 - 복지로 : http://www.bokjiro.go.kr 
 - 신청기한 : 출산예정일 40일전부터 출산 후 30일까지
 - 구비서류
 ㆍ신분증(산모신분증 필수)
 ㆍ배우자, 자녀들의 주소지가 다를 경우 : 가족관계증명서 1부
 ㆍ배우자가 외국인일 경우 : 외국인등록증, 가족관계증명서 각 1부
 ㆍ미혼일 경우 : 한부모가족증명서 또는 사실혼관계증명서
 ㆍ육아휴직(건강보험료 0원) 중일 경우 : 육아휴직증명서",보건소,이용권,[법령] 사회서비스 이용 및 이용권 관리에 관한 법률(제8조) [법령] 사회서비스 이용 및 이용권 관리에 관한 법률(제9조) [법령] 저출산ㆍ고령사회기본법(제8조) [법령] 저출산ㆍ고령사회기본법(제9조) [법령] 저출산ㆍ고령사회기본법(제10조),"지원대상
○ 기본지원(통합형) 대상
 - 기초생활수급자, 차상위계층 가정
 - 해당가구의 건강보험료 본인부담금 합산액이 기준중위소득 150%이하 금액에 해당하는 출산가정

○ 예외지원(라형) 대상
 - 해당가구의 건강보험료 본인부담금 합산액이 기준중위소득 160%이하 금액에 해당하는 출산가정(단, 첫째아 출산가정만 해당)
 - 기준중위소득 150%를 초과하나 희귀난치성질환 산모, 장애인산모 및 장애 신생아, 쌍생아 이상 출산가정, 둘째아 이상 출산 가정, 새터민 산모, 결혼이민자 산모, 미혼모 산모, 미숙아 출산 산모, 분만취약지 산모에 해당사항이 있는 경우","지원내용
○ 서비스 제공 체계 : 지자체가 선정된 이용자에게 바우처를 지원하고, 이용자는 서비스를 제공받고 해당 공급자(산모도우미 업체)에 바우처 결제

○ 서비스 내용
 - 산모 건강관리 : 유방관리, 부종관리, 영양관리, 좌욕지원, 산후 위생관리
 - 신생아 건강관리 : 신생아 청결·위생관리(목욕, 배꼽관리, 기저귀교체, 용품소독), 수유 등
 - 산모·신생아 가사지원 : 산모 식사준비, 산모 및 신생아 주 생활공간 청소, 산모 및 신생아 의류 세탁
 - 산모 정보제공 및 정서지원 : 응급상황 발견 및 대응, 감염 예방 및 관리, 정서 상태 이해 및 지지
 ※ 산모·신생아 외 다른 가족 돌봄이나 일반 가사활동영역은 표준 서비스에 포함되지 않는 부가 서비스이므로 원하는 경우 별도로 추가구매가 필요함",건강관리과 (☎063-454-5858)
경상북도/김천시,신혼부부 및 임산부 건강검진 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/506000000123?administOrgCd=ALL,현재 코로나19로 보건소 검진업무 중단,보건소,출산장려팀 / 054-421-2737,서비스(의료),,현재 코로나19로 보건소 검진업무 중단,출산장려팀 (054-421-2737),- 보건소 : 관할 보건소 방문,보건소,서비스(의료),"[자치법규] 김천시 출산장려 지원에 관한 조례(제5조, 제8항)","지원대상
○ 김천시에 주소를 둔 2년이내 신혼부부 및 결혼 예정자","지원내용
○ 신혼부부 및 임산부 풍진 검사료 지원",출산장려팀 (☎054-421-2737)
공공기관,교통약자 이동지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00010400001?administOrgCd=ALL,상시신청,이동지원센터 사무실,이천시교통약자이동지원센터 / 1899-0017,기타,https://www.2000happydream.or.kr/,상시신청,이천시교통약자이동지원센터 (1899-0017),"<이용대상자 등록>
○ 방문 신청 
 - 기타 : 이동지원센터 사무실(이천시 서희로 11, 비즈니스센터 A동 4층 교통복지팀) 방문 후 신청서 작성

○ 기타
 - 팩스 : 팩스(031-631-0461) 등을 통한 등록 가능
 - 신청서 접수일로부터 7일 이내에 신청인에게 심사결과 통보

<특별교통수단 이용신청>
○ 온라인 신청
 - 홈페이지 : https://www.2000happydream.or.kr/

○ 기타
 - 전화 : 유선전화(1899-0017)
 - 심사 후 이용대상자 등록 후 이용가능",이동지원센터 사무실,기타,[자치법규] 이천시 교통약자의 이동 편의 증진에 관한 조례(제16조) [정관/약관 등 기타] 관련 근거 있음,"지원대상
○「장애인복지법 시행규칙」제2조 제1항에 따른 장애의 정도가 심한 장애인으로서 대중교통 이용이 어려운 사람
○ 장애인으로서 대중교통 이용이 어려운 사람
○ 65세 이상의 고령자로서 대중교통 이용이 어려운 사람(노인장기요양 1∼2등급 해당자)
○ 65세 이상의 고령자 가운데 차상위계층 이상의 사람으로 대중교통 이용이 어려운 사람(노인장기요양 미해당자)
○ 국가유공자 중 의료기관에서 대중교통의 이용이 어렵다는 진단서를 발급받아 제출한 사람
○ 임산부로서 대중교통 이용이 어려운 사람","지원내용
○ 이동지원 서비스 제공
 - 「장애인복지법」에 따라 이동장애를 가진 '장애인', 만 65세 이상 고령자, 국가유공자 및 임산부",이천시교통약자이동지원센터 (☎1899-0017)
공공기관,교통약자 콜택시 이용료 감면,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00020400013?administOrgCd=ALL,상시신청,주민센터,"콜센터(특별교통수단(두리발)) / 051-466-8800, 콜센터(교통약자(장애인) 콜택시) / 051-583-8000, 콜센터(교통약자(임산부) 콜택시) / 051-850-4646","현금(감면),기타",,상시신청,"콜센터(특별교통수단(두리발)) (051-466-8800), 콜센터(교통약자(장애인) 콜택시) (051-583-8000), 콜센터(교통약자(임산부) 콜택시) (051-850-4646)","○ 특별교통수단(두리발): 웹메일(duribal@bisco.or.kr) 또는 전자팩스(0502-922-8001)
○ 교통약자(장애인) 콜택시: 해당 관할 거주지 주민센터에서 신청
○ 교통약자(임산부) 콜택시: 스마트폰 어플(마마콜)을 설치하여 회원가입 및 신청",주민센터,"현금(감면), 기타",[법령] 교통약자의 이동편의 증진법(제3조) [법령] 교통약자의 이동편의 증진법(제4조) [법령] 교통약자의 이동편의 증진법(제16조) [자치법규] 부산광역시 교통약자의 이동편의 증진 조례(제11조) [자치법규] 부산광역시 교통약자의 이동편의 증진 조례(제12조),"지원대상
○ 보행상 장애가 있는 장애 정도가 심한 장애인
 - 시각, 신장, 지체, 뇌병변, 지적, 자폐, 뇌전증 등

○ 노인장기요양 1~3급 휠체어 사용자(만 65세이상 노약자)

○ 일시적 장애(진단서 제출 및 휠체어 탑승자에 한해 이용가능)

○ 임산부(임신에서 출산예정일로부터 1개월, 출산일로부터 1년)","지원내용
○ 부산 교통약자 특별교통수단 이용료 감면(65%)
 - 교통약자의 이동편의 증진법 제3조, 제4조, 제16조 
 - 부산광역시 교통약자의 이동편의 증진 조례 제11조 및 제12조","콜센터(특별교통수단(두리발)) (☎051-466-8800)
콜센터(교통약자(장애인) 콜택시) (☎051-583-8000)
콜센터(교통약자(임산부) 콜택시) (☎051-850-4646)"
전라남도/무안군,임부 초음파 기형아 검진비 쿠폰 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/495000000418?administOrgCd=ALL,상시신청,보건소,보건소 / 061-450-5030,이용권,,상시신청,보건소 (061-450-5030),"""○ 방문 신청 
 - 보건소 : 보건소 방문 신청
- 구비서류 : 임신확인서 또는 산모수첩, 주민등록등본",보건소,이용권,[자치법규] 무안군 출산장려 및 양육 지원에 관한 조례,"지원대상
○ 관내 임산부","지원내용
○ 초음파 검진 쿠폰 : 관내 보건소 등록 임산부에게 초음파 검진 쿠폰 4장 제공


○ 기형아 검진 쿠폰 : 관내 보건소 등록 만 35세 이상 고령 임산부에게 기형아 검진 쿠폰 1장 제공",보건소 (☎061-450-5030)
전라남도/영암군,임부 산전검진비 지원(초음파 쿠폰 제공),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/494000000227?administOrgCd=ALL,상시신청,보건소,보건소 / 061-470-6203,이용권,,상시신청,보건소 (061-470-6203),임산부 등록 시 산전검진(초음파) 쿠폰 발급: 1인 2만원권 4매(총 8만원),보건소,이용권,[법령] 모자보건법,"지원대상
관내 등록 임산부","지원내용
임산부 산전 관리에 필요한 검진비(초음파) 지원(1인당 8만원한도)",보건소 (☎061-470-6203)
공공기관,교통약자 이동지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00007100013?administOrgCd=ALL,상시신청,시흥도시공사 생활복지부 희망네바퀴,생활복지부 희망네바퀴 / 1522-3650,현금(감면),,상시신청,생활복지부 희망네바퀴 (1522-3650),"○ 경기도 특별교통수단 

접수방법 : ☎ 1666-0420 /앱 접수 
(구글플레이스토어, 앱스토어에서 “경기도광역이동지원” 검색)
※ 회원가입완료 승인후 사용가능

제출서류 :
당사양식 신청서+ 개인정보동의서
장애인증명서(최근3개월이내) 또는 종합병원이상의 의학적 진단서 

※ 회원가입완료 승인후 사용가능

○ 대체수단( 바우처택시)

접수방법 : ☎ 1522-3650

제출서류 :
당사양식 신청서+ 개인정보동의서
장애인증명서(최근3개월이내) /
요양인정서/산모수첩(분만일기재)

※ 회원가입완료 승인후 사용가능",시흥도시공사 생활복지부 희망네바퀴,현금(감면),[정관/약관 등 기타] 관련 근거 있음,"지원대상
○ 경기도 특별교통수단 

- 장애의정도가 심한 장애인(보행상 중증 장애한정)

- 일시적 휠체어 이용자(종합병원 이상의 의학적 진단서 제출)

- 교통약자를 동반하는 가족 또는 보호자(동승)

○ 대체수단( 바우처택시)

- 보행상 중증 장애인 비휠체어 이용자(심한장애)

- 시흥시 조례로 정한 교통약자
 : 요양인정 1~2등급(요양인정서제출) 
 : 병원목적의 안정기임산부 (산모수첩제출)

- 교통약자를 동반하는 가족 또는 보호자(동승)","지원내용
○이용문의:☎ 1666-0420 (경기도광역이동지원센터)
시각장애인을 위한 음성인식 ARS : ☎1555-0420
○경기도광역이동지원 인터넷 홈페이지 :https://ggsts.gg.go.kr
- 이용시간 : 365일 24시간 접수(경기도)
 (경기-인천-서울) 07:00~22:00

○이용요금
- 기본10km까지 : 1,500원
- 추가 5km당 : 100원
- 대기 시 주차료, 유료도로 통행료 이용자 부담

○ 차량 운행시간
- 365일 24시간


○ 바우처택시 이용
- 이용시간 
 평일 : 06:00 ~ 18:00
 주말(공휴일) : 07:00 ~ 15:00
- 이용요금 : 기본1,500원(15,000원 초과금액)
※ 예) 이용요금 17,000원일 경우
 1,500+2,000=3,500원 이용자 부담
- 운행범위 : 시흥관내, 관외(지정병원 40개 병원)
※ 관외병원내 홈페이지 참고",생활복지부 희망네바퀴 (☎1522-3650)
공공기관,교통약자 이동지원(하모니콜/바우처택시),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00007400004?administOrgCd=ALL,상시신청,안산도시공사,교통약자지원부 / 1666-0420,현금(감면),,상시신청,교통약자지원부 (1666-0420),"하모니콜 상담실로 전화 → 확인서류 제출 → 이용대상 승인(안산시) → 고객등록
대표전화 : 1644-0420",안산도시공사,현금(감면),[자치법규] 안산시 교통약자의 이동편의 증진에 관한 조례(제10조) [정관/약관 등 기타] 관련 근거 있음,"지원대상
○ 특별교통수단(하모니콜) 이용대상
 - 중증보행장애인으로서 버스ㆍ지하철 등의 이용이 어려운 사람
 - 버스ㆍ지하철 등을 이용하기 어려운 일시적 휠체어 이용자
 - 교통약자를 동반하는 가족 및 보호자

○ 특별교통수단 외(바우처택시) 이용대상
 - 대중교통을 이용하기 어렵다는 의학적 진단서를 제출한 사람
 - 임신부
 - 교통약자를 동반하는 가족 및 보호자","지원내용
○ 교통약자 이동지원 서비스 제공(특별교통수단-하모니콜/특별교통수단 외-바우처택시) 
 -「안산시 교통약자 이동편의 증진에 관한 조례」에 따른 이용대상자",교통약자지원부 (☎1666-0420)
공공기관,교통약자 이동지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00009200005?administOrgCd=ALL,상시신청,오산시교통약자이동지원센터,오산도시공사(교통약자이동지원센터) / 031-371-1895,현금(감면),,상시신청,오산도시공사(교통약자이동지원센터) (031-371-1895),"○ 방문 신청
 - 기타 : 오산시교통약자이동지원센터 사무실 직접 방문

○ 기타
 - 전화신청 : 031-378-7816
 - 팩스신청 : 031-378-7820",오산시교통약자이동지원센터,현금(감면),[정관/약관 등 기타] 관련 근거 있음,"지원대상
○ 장애정도가 심한 장애에 해당하는 사람으로서 <보행상 장애 표준기준표>에 해당하는 사람

○ 국가유공자 상이등급 3급 이상에 해당하는 사람

○ 장기요양보험 수급자(1~3급)에 해당하는 사람

○ 대중교통이용이 어렵다는 진단서를 제출한 사람
 - 상기 대상자를 제외한 장애인 또는 국가유공자
 - 65세 이상, 임산부, 일시적으로 휠체어를 이용하거나 재활치료를 받는 사람","지원내용
○ 교통약자 차량 이동지원서비스
 - 관내 : 1,300원
 - 관외 : 1,300원+1km당 100원 추가
 - 유료도로 통행료, 주차료 등은 이용자 부담",오산도시공사(교통약자이동지원센터) (☎031-371-1895)
공공기관,교통약자 이동지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00094400002?administOrgCd=ALL,상시신청,전남광역이동지원센터,전남광역이동지원센터 / 1899-1110,현금(감면),,상시신청,전남광역이동지원센터 (1899-1110),"□이용등록
 ❍ 등 록 처 : 전남광역이동지원센터
 ❍ 등록방법 : 문의전화 061-287-8340~1,5,6,7 팩스 또는 이메일로 등록신청
 *팩스 061-287-8342, *이메일(18991110@jn.pass.or.kr)
 ❍ 등록시간 : 09:00∼18:00(평일)
 - 서류 검토 문제로 신규 가입 업무는 09~18시(평일)까지만 가능하고, 18시이후 제출한 서류는 익일 09시 이후에 검토함
 ❍ 제출서류 
 - 이용자 기본정보등록신청서, 개인정보제공동의서, 장애인증명서 또는 관련서류
 (최근 1개월 이내 발급받은 증명서)


□신청방법
 ① 차량을 이용하고자 하는 자는 별지 제1호 서식에 따라 「특별교통수단 이용자 기본정보 등록 신청서」 및 「개인정보 수집‧이용 및 제공에 관한 동의서」를 작성한 후 팩스 또는 이메일을 이용하여 전남광역이동지원센터에 제출하여야 합니다.
 ② 이용신청서 제출시 장애인은 「복지카드 또는 장애인증명서(장애정도추가심사결과안내문)」, 그 외는 「장애인복지법 시행규칙」제3조2항에 따라 보건복지부 장관이 정하는 장애유형별 해당 전문의가 있는 의료기관에서 대중교통이용이 어렵다는 진단서를 제출하여야 합니다.
 ③ 이용 신청은 본인이 직접 신청하는 것을 원칙으로 하되, 만 19세 미만의 아동, 심한장애인 등 본인이 신청하기 어려운 경우에는 법정대리인 및 보호자가 신청할 수 있으며, 사회복지시설에 거주하고 있는 경우에는 해당시설의 장이 신청할 수 있습니다.
 ④ 구비 서류제출 및 신청은 전남광역이동지원센터에 제출하여야 합니다.",전남광역이동지원센터,현금(감면),[법령] 교통약자의 이동편의 증진법,"지원대상
□이용대상자
 ❍ 장애의 정도가 “심한 장애인”중 대중교통 이용이 어려운 자 
 ❍ 만65세 이상으로 대중교통 이용이 어려운 자
 ※ 만65세 이상 노약자는 제출서류 참고
 ❍ 대중교통 이용이 어려운 임산부, 일시적 휠체어 이용자
 ❍ 이용대상자를 동반하는 가족 및 보호자","지원내용
○ 교통약자를 대상으로 특별교통수단 이동지원서비스 지원
 - 22개 시군이 운영하고 있는 특별교통수단 및 특별교통수단 외의 차량이 도내 전 지역에서 원활히 운행될 수 있도록 시군 통합 센터 운영",전남광역이동지원센터 (☎1899-1110)
경상북도/경주시,임부 산전 초음파 검사비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/505000000116?administOrgCd=ALL,상시신청,보건소,건강증진과 / 054-779-8626,이용권,,상시신청,건강증진과 (054-779-8626),"○ 방문 신청
 - 보건(지)소 : 관할 보건(지)소 방문",보건소,이용권,[법령] 모자보건법(제10조),"지원대상
○ 경주시에 주민등록을 둔 임부","지원내용
○ 초음파 검사 쿠폰(25,000원상당) 2장 지원
 - 관내 지정의료기관에서 사용",건강증진과 (☎054-779-8626)
충청남도/공주시,예비신혼부부 및 임부 검진비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/450000000123?administOrgCd=ALL,상시신청,보건소,보건소 건강관리과 / 041-840-3674,이용권,,상시신청,보건소 건강관리과 (041-840-3674),○ 방문신청 및 온라인 신청(맘편한 임신),보건소,이용권,[법령] 모자보건법,"지원대상
○ 관내에 주소지를 둔 (예비)신혼부부 및 임부","지원내용
신혼부부(또는 예비 신혼부부) 및 임부 검진비 지원

○ 지원내용 : 건강검진 쿠폰 지급
 - 임신 전 : 여성, 남성
 - 임 부 : 태아이상선별검사, 풍진, 산전검사 등

○ 지원방법 : 보건소에 신청 → 건강검진 쿠폰 발급 → 병 ·의원 내원하여 검사 시행",보건소 건강관리과 (☎041-840-3674)
경상북도/경주시,임부 기형아 검사비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/505000000115?administOrgCd=ALL,상시신청,보건소,건강증진과 / 054-779-8626,이용권,,상시신청,건강증진과 (054-779-8626),"○ 방문 신청
 - 보건(지)소 : 관할 보건(지)소 방문",보건소,이용권,[법령] 모자보건법(제10조),"지원대상
○ 경주시에 주민등록을 둔 임부","지원내용
○ 기형아 검사 쿠폰(35,000원상당) 2장 지원
 - 관내 지정의료기관에서 사용",건강증진과 (☎054-779-8626)
공공기관,교통약자이동지원센터(동행천사),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00007600006?administOrgCd=ALL,오전8시부터 18시까지 즉시콜 배차로 이용,,교통약자지원팀 / 031-677-6655,현금(감면),https://www.gov.kr/portal/rcvfvrSvc/svcFind/ggsts.gg.go.kr,오전8시부터 18시까지 즉시콜 배차로 이용,교통약자지원팀 (031-677-6655),"○ 온라인 신청
- 경기도광역 이동지원시스템 : ggsts.gg.go.kr

○ 기타
- 전화 : 031-677-6655
- 팩스 : 031-655-3805
- 이메일 : 6776655@asimc.or.kr",,현금(감면),[자치법규] 안성시 교통약자 이동편의 증진에 관한 조례 [정관/약관 등 기타] 관련 근거 있음,"지원대상
제18조(특별교통수단의 이용대상자 등) ① 특별교통수단을 이용할 수 있는 교통약자의 범위는 다음 각 호와 같다. 다만, 제2호에 따른 교통약자(해당 교통약자를 동반하는 가족 및 보호자를 포함한다)는 관내에서 특별교통수단을 이용하려는 경우로 한정한다.

1. 중증보행장애인으로서 버스ㆍ지하철 등의 이용이 어려운 사람

2. 버스ㆍ지하철 등의 이용이 어려운 노인 등 특별교통수단을 이용하게 할 필요가 있는 사람

3. 제1호부터 제2호까지에 해당하는 교통약자를 동반하는 가족 또는 보호자

② 제1항 각 호 외의 부분 단서에도 불구하고, 특별교통수단의 관외 이용은 병원진료인 경우 왕복이용으로 복귀할 수 있다.


제18조의2(특별교통수단외 대체수단의 이용대상자 등) ① 특별교통수단외 대체수단을 이용할 수 있는 교통약자의 범위는 다음 각 호와 같다.

1. 중증보행장애인으로서 제18조에 따른 특별교통수단의 이용대상자가 아닌 사람

2. 버스ㆍ지하철 등의 이용이 어려운 고령자, 임산부, 영유아를 동반한 사람, 어린이 등 특별교통수단외 대체수단을 이용하게 할 필요가 있는 사람

3. 사고ㆍ질병 등으로 인한 일시적 장애로 버스ㆍ지하철 등의 이용이 어려운 사람

4. 혼자서 외출과 이동이 곤란하여 버스ㆍ지하철 등의 이용이 어려운 사람

5. 그 밖에 교통약자로서 특별교통수단외 대체수단의 이용이 필요하다고 시장이 인정하는 사람

6. 제1호부터 제5호까지에 해당하는 교통약자를 동반하는 가족 또는 보호자

② 수탁자는 제1항에 따른 이용대상자의 적정한 심사 및 등록 관리로 특별교통수단외 대체수단을 효율적으로 운영하여야 한다.

* 진단서 내용에는 ""대중교통을 이용하기 어렵다는 보행장애 및 기한이 명시된 의학적 진단""이 반드시 포함되어 있어야함.","지원내용
○ 이용요금
관내, 광역 - 기본요금(10km / 1,500원), 추가요금(5km /100원)

인접지역(천안, 진천, 음성)
- 기본요금(10km / 1,500원), 추가요금(5km /100원)
- 주차장 이용료등 별도",교통약자지원팀 (☎031-677-6655)
공공기관,전주시 교통약자 특별교통수단(이지콜),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00030000003?administOrgCd=ALL,상시신청,전주시시설관리공단 교통약자지원부,전주시시설관리공단 교통약자지원부 / 063-271-2727,이용권,,상시신청,전주시시설관리공단 교통약자지원부 (063-271-2727),"○ 방문신청
 - 공단 이지콜센터 방문(271-2727)

○ 기타
 - 팩스 접수(271-2728)",전주시시설관리공단 교통약자지원부,이용권,[자치법규] 전주시 교통약자의 이동편의 증진을 위한 조례,"지원대상
- 장애의 정도가 “심한 장애인” 중 대중교통이용이 어려운자(보행상 장애인)
- 65세 이상으로 대중교통 이용이 어려운 자
- 대중교통 이용이 어려운 임산부,일시적 휠체어 이용자
- 타지역 거주자(심한장애인)또는 일시적 방문자(사전신청접수시)","지원내용
장애정도가 심한 장애인 등 대중교통 이용이 어려운 고객을 대상으로 교통지원 서비스 제공",전주시시설관리공단 교통약자지원부 (☎063-271-2727)
공공기관,광주시 교통약자 이동지원센터,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00004900004?administOrgCd=ALL,상시신청,광주시 교통약자 이동지원센터,광주시 희망콜팀 / 1666-6636,기타,https://www.gjhpcall.or.kr/,상시신청,광주시 희망콜팀 (1666-6636),"상담원과 상담 후, 관련 서류접수 (방문접수, 이메일, 팩스)
전화 1666-6636
팩스 031-639-6060
업무폰 010-3926-6090
이메일 1666-6636@hanmail.net
구비서류 신분증,장애인증,복지카드등
소견서(필요시)",광주시 교통약자 이동지원센터,기타,[정관/약관 등 기타] 광주시 교통약자 이동지원센터 운영관리 내규(제252조) [정관/약관 등 기타] 광주시 교통약자 이동지원센터 운영관리내규(제252조),"지원대상
○ 광주시 교통약자 이동지원서비스
 - 대중교통 이용이 어려운 중증장애인 및 65세 이상 고령자, 임산부 등을 위해 이동지원 차량을 운영
 - 이용대상자
 1. 장애인복지법에 의거 장애인의 정보가 심한 장애인 및 장애의 정도가 심하지 않은 장애인
 2. 65세 이상으로 대중교통 이용이 어려운 사람
 3. 사고, 질병 등 일시적 장애로 인하여 훨체어를 이용하는 사람
 4. 그 밖에 종합병원에서 발급한 대중교통 이동에 심한 불편을 느끼는 교통약자 중 특별교통수단이 필요하다고 인정되는 사람","지원내용
○ 광주시 교통약자 이동지원서비스
 - 대중교통 이용이 어려운 중증장애인 및 65세 이상 고령자, 임산부 등을 위해 이동지원 차량을 운영
 - 이용대상자
 1. 장애인복지법에 의거 장애인의 정보가 심한 장애인 및 장애의 정도가 심하지 않은 장애인
 2. 65세 이상으로 대중교통 이용이 어려운 사람
 3. 사고, 질병 등 일시적 장애로 인하여 훨체어를 이용하는 사람
 4. 그 밖에 종합병원에서 발급한 대중교통 이동에 심한 불편을 느끼는 교통약자 중 특별교통수단이 필요하다고 인정되는 사람",광주시 희망콜팀 (☎1666-6636)
공공기관,교통약자 이동지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00005100005?administOrgCd=ALL,상시신청,,교통약자이동지원센터 / 031-550-3791,현금(감면),,상시신청,교통약자이동지원센터 (031-550-3791),"○ 기타
 - 전화, 팩스, 이메일, 운전원 등",,현금(감면),[정관/약관 등 기타] 관련 근거 있음,"지원대상
○ 보건복지부장관이 고시한 <보행상 장애 표준기준표>에 따른 보행상 장애가 심한 사람(장애정도 결정서 제출)
 - 보행상 장애가 심하지 않은 사람, 65세이상 노인, 임산부 등(보행이 어려워 특별교통수단(차량)이 필요하다는 소견이 포함된 의사진단서 등을 제출한 사람)","지원내용
○ 휠체어를 탑승할 수 있는 리프트를 장착한 특별교통수단(차량)을 제공하여 보행상 장애가 있는 국민의 이동을 지원",교통약자이동지원센터 (☎031-550-3791)
