region,title,detail_url,period,agency,contact,type,apply_url,신청기간,전화문의,신청방법,접수기관,지원형태,사업근거,지원대상,지원내용,문의처
충청북도/제천시,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000108?administOrgCd=ALL,상시신청,제천장애인종합복지관,노인장애인과 / 043-641-5355,서비스(돌봄),,상시신청,노인장애인과 (043-641-5355),"○ 방문 신청
 - 기타 : 제천장애인종합복지관(전화 043-652-0900)",제천장애인종합복지관,서비스(돌봄),[법령] 장애인복지법,"지원대상
○ 등록 여성장애인 중 임신, 출산, 산후조리, 자녀양육, 가사활동, 간병서비스 등이 필요한 자","지원내용
○ 여성장애인의 임신, 출산 및 산후조리를 위한 도우미 파견

○ 여성장애인의 자녀양육 및 가사활동, 간병서비스 지원

○ 여성장애인 가사도우미 양성교육 진행",노인장애인과 (☎043-641-5355)
제주특별자치도,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000284?administOrgCd=ALL,상시신청,서귀포시 장애인종합복지관,서귀포시 복지위생국 노인장애인과 / 064-760-2394,서비스(돌봄),,상시신청,서귀포시 복지위생국 노인장애인과 (064-760-2394),"상담 신청
- 방문: 서귀포시 장애인종합복지관(제주특별자치도 서귀포시 인정오름로 24) 
- 전화: 064-735-2673",서귀포시 장애인종합복지관,서비스(돌봄),"[법령] 장애인복지법(제7조) [자치법규] 제주특별자치도 장애인복지 등에 관한 조례(제15조, 제2항)","지원대상
관내 여성장애인(저소득층 우선)
 - 장애인활동지원, 가사·간병서비스 등 유사 서비스와 중복지원 불가","지원내용
여성장애인 가구에 주2회~5회(1회 평균 2~5시간) 가사도우미 지원으로 임신․출산․양육, 외출, 가사지원 제공",서귀포시 복지위생국 노인장애인과 (☎064-760-2394)
전라남도/구례군,구례군 여성청소년 위생용품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000132?administOrgCd=ALL,상시신청,주민센터,평생교육과 / 061-780-2813,현물,javascript://,상시신청,평생교육과 (061-780-2813),"○ 방문 신청 
 - 주민센터 : 읍면사무소 방문 신청(연중)",주민센터,현물,[법령] 청소년복지 지원법 시행규칙(제7조의2),"지원대상
○ 대상 : 구례군에 주소를 둔 여성청소년

○ 연령 : 11세~18세로 

2014년생일이 지난자 ~ 2007년 생일 전까지 (2025년 기준)
중복혜택 안돼요
여성청소년 생리용품 지원","지원내용
○ 여성청소년에게 위생용품 분기별로 지원
 - 연 12만원 상당",평생교육과 (☎061-780-2813)
충청남도/서산시,여성장애인 출산지원금 및 양육비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/453000000168?administOrgCd=ALL,상시신청,주민센터,경로장애인과 / 041-660-2258,현금,,상시신청,경로장애인과 (041-660-2258),"○ 방문 신청 
 - 주민센터 : 주민등록지 읍면동행정복지센터 방문",주민센터,현금,[자치법규] 서산시 여성장애인 출산지원금 및 양육비 지원 조례,"지원대상
○ 출생일 기준 6개월 전부터 신청일 현재까지 계속하여 관내에 주민등록 두고 거주하는 여성장애인","지원내용
○ 출생일 기준 6개월 전부터 신청일 현재까지 계속하여 관내에 주민등록 두고 거주하는 여성장애인에게 출산지원금과 양육비 지원

○ 출산지원금(신생아 1명당)
 - 심한 장애 : 1,000,000원
 - 심하지 않은 장애 : 700,000원
※ 쌍생아 이상인 떄에는 신생아 1인당 50/100만원을 더하여 지급

○양육비(신생아 1명당) : 월 10만원씩 2년간 지급",경로장애인과 (☎041-660-2258)
인천광역시/동구,여성청소년 위생용품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/350000000117?administOrgCd=ALL,상시신청,"주민센터, 시·군·구청",인천시 동구청 아동청소년과 / 032-770-6833,현금,,상시신청,인천시 동구청 아동청소년과 (032-770-6833),"○ 청소년의 주민등록지 읍·면·동 주민센터
 - 신청인 신분증 지참
○ 복지로 누리집 (http://www.bokjiro.go.kr) 또는 복지로 앱
 - 신청인 공인인증서 필요","주민센터,시·군·구청",현금,[자치법규] 인천광역시 여성청소년 생리용품 지원에 관한 조례,"지원대상
○ 대상자 : 9~24세(1998년~2014년생) 여성청소년 中 기초생활보장급여(생계·의료·주거·교육) 수급자, 법정차상위계층, 한부모가족 지원대상자","지원내용
○ 저소득 여성청소년 생리용품 구매비용(바우처) 지원

 - 연 최대 156,000원(월 13,000원) 

 - 대상자 : 9~24세(1998년~2014년생) 여성청소년 中 기초생활보장급여(생계·의료·주거·교육) 수급자, 법정차상위계층, 한부모가족 지원대상자",인천시 동구청 아동청소년과 (☎032-770-6833)
세종특별자치시,여성장애인 양육지원금 지급,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/569000000363?administOrgCd=ALL,상시신청,주민센터,세종시청 노인장애인과 / 044-300-3844,현금,,상시신청,세종시청 노인장애인과 (044-300-3844),"○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",주민센터,현금,[자치법규] 세종특별자치시 여성장애인 출산 및 양육 지원 조례,"지원대상
○ 신청일을 기준으로 3개월 전부터 세종특별자치시에 거주하며 만24개월 이하 자녀를 양육하는 여성장애인","지원내용
○ 지원대상 : 신청일을 기준으로 3개월 전부터 세종특별자치시에 거주하며 만 24개월 이하 자녀를 양육하는 여성장애인

○ 지원금액 : 월 10만원",세종시청 노인장애인과 (☎044-300-3844)
공공기관,여성 집단상담 프로그램,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00100800002?administOrgCd=ALL,상시신청,전북여성가족재단,취업지원팀 / 063-254-3604,"서비스(일자리),기타(상담)",https://www.jbwf.or.kr/,상시신청,취업지원팀 (063-254-3604),"○ 신청방법
 - 전북여성교육문화센터(https://www.jbwf.or.kr/) 집단상담프로그램 일정확인 후 참여신청 전화
 (063-254-3604~5)",전북여성가족재단,"서비스(일자리), 기타(상담)",[정관/약관 등 기타] 관련 근거 있음,"지원대상
구직을 희망하는 경력단절여성 및 취업취약계층(결혼이민자, 여성가장 등) 여성","지원내용
○ 취업입문스쿨
 - 직업세계 변화의 이해
 - 직업흥미, 직업가치관 탐색
 - 취업희망직종 탐색 및 확장(직업정보 및 채용정보 탐색방법)
 - 나의 역량과 강점 파악 등",취업지원팀 (☎063-254-3604)
전북특별자치도/부안군,부안군 여성청소년 생리용품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/479000000128?administOrgCd=ALL,2025년 1월 ~ 2025년 12월 12일,주민센터,부안군청 교육청소년과 여성청소년팀 / 063-580-4402,현물,,2025년 1월 ~ 2025년 12월 12일,부안군청 교육청소년과 여성청소년팀 (063-580-4402),"○ 신청방법 : 대상자 거주지 읍면 주민센터 방문 신청(신분증 지참)

○ 지급시기 및 지급방법 : 신청월로부터 지급, 지역화폐카드",주민센터,현물,[자치법규] 부안군 여성청소년 생리용품 지원 조례,"지원대상
○ 부안군에 주소를 둔 11세~18세 이하 모든 여성청소년
중복혜택 안돼요
여가부 여성청소년 생리용품 바우처 지원사업 및 학교밖청소년 생리용품 지원사업 등 기타 법령으로 생리용품 지원을 받는 청소년 제외","지원내용
○ 부안군 여성청소년 생리용품 지원

- 지원대상 : 부안군에 주소를 둔 11세 ~ 18세 이하 모든 여성청소년
- 지원내용 : 월 13,000원 / 연 최대 156,000원(신청월로부터 지급)
 ※ 중도 관외 전출시 확인시점 이후 지원중단 및 환급
 - 신청기간 : ~ 2025년 12월 12일
 - 지원방식 : 지역화폐카드
 - 사용장소 : 관내 편의점
 - 유의사항 : 여가부 여성청소년생리용품 바우처 지원사업, 학교밖 여성청소년 생리용품 지원사업과 중복신청 불가",부안군청 교육청소년과 여성청소년팀 (☎063-580-4402)
전북특별자치도/부안군,여성농업인 생생카드 지원사업,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/479000000120?administOrgCd=ALL,매년 1~2월중,주민센터,농업정책과 농정기획팀 / 063-580-4439,기타,,매년 1~2월중,농업정책과 농정기획팀 (063-580-4439),"○「지원신청서 및 개인신용정보의 수집 및 조회 ․ 제공 ․ 이용 동의서, 개인정보의 수집·이용·제공 동의서」등을 작성하여, 읍‧면장에게 제출
 * 농어업경영체등록 확인서(또는 농지원부), 사업자등록증 사본(해당될시), 소득금액증명원(농업외소득이있는경우)을 구비하여 신청
 - 읍면동에서 확인할 수 있는 서류를 신청자가 미 지참시 읍면에서 확인
 ** 신청서 작성시 카드 발급 희망농협을 반드시 기재하고 해당 농협에서 발급
 *** 생생카드 발급 이후 문화누리카드를 발급 받으면 생생카드 보조금을 회수할 수 있음",주민센터,기타,[법령] 여성농어업인 육성법(제11조),"지원대상
○ 신청자격 : 실제 영농에 종사하고 농어촌지역에 거주하는 여성 농어업인으로 사업연도 기준 만20세이상~만75세 미만(1949.1.1.~2003.12.31.)인자
 - 여성농어업인이란 농업‧농촌 및 식품산업 기본법 시행령 제3조, 임업 및 산촌진흥 촉진에 관한 법률 시행령 제2조, 수산업·어촌 발전 기본법 시행령 제3조에 따른 여성 농어업인을 말함
 - 농업외 타산업분야 사업자등록 소지자 및 전업적직업 종사자도 지원대상에 포함(전업농+겸업농)
 
※ 제외대상
 - 2022. 1. 1. 이후 농어업경영체등록(농지원부 등록) 농어가(비등록 포함)
 - 다른 법령에 의한 유사 복지서비스 수혜자 제외(신청인 본인이 문화누리카드 및 직장등에서 지원하는 복지서비스 수혜자인 경우)
 - 농어촌 지역 외 거주자(""농어촌""이란 「농업‧농촌 및 식품산업 기본법」제3조제5호에 따른 농촌과 「수산업‧어촌 발전 기본법」제3조제6호에 따른 어촌을 말한다)
 - 사업시행 전전년도 농어업 이외 소득이 37백만원 이상 인 자
중복혜택 안돼요
문화누리카드","지원내용
❍ 여성농업인 생생카드 지원사업
 - 목적 : 여성농어업인의 복지향상 도모, 문화활동 기회 제공
 - 지원금액 : 1인 연간 15만원(보조금13만원, 자부담2만원)
 - 사용처 : 전 업종(단, 유흥‧건강보험적용‧사이버거래‧사행성 업종제외)
 - 지원방법 : 사업신청 및 대상자 확정 후 농협중앙회 부안군지부 및 지역농협에 자부담액(2만원) 수납 후 바우처 카드 발급",농업정책과 농정기획팀 (☎063-580-4439)
전라남도/보성군,보성군 여성청소년 생리용품 보편적 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/489000000132?administOrgCd=ALL,상시신청,주민센터,가족행복과 가족복지팀 / 061-850-5311,현금,,상시신청,가족행복과 가족복지팀 (061-850-5311),"○ 방문 신청 
 - 주민센터 : 관할 읍면 주민센터 및 군청 방문 신청
 - 구비서류 : 신분증",주민센터,현금,"[법령] 청소년복지 지원법(제5조, 제3항) [자치법규] 보성군 여성청소년 보건위생물품 지원에 관한 조례(제3조)","지원대상
○ 보성군에 주소를 둔 13세~18세 여성청소년
중복혜택 안돼요
정부지원사업 대상자(저소득층 여성청소년 보건위생용품 지원) 중복지원 불가","지원내용
○ 지원대상 : 보성군에 주소를 둔 13세~18세 여성청소년
○ 지원기간 :연중
○ 지급액 : 월 13,000원 x 12개월/1인
○ 지원방법 : 지역화페(생리용품 구입전용상품권) 지급
 ※ 정부지원사업 대상자 중복 제외",가족행복과 가족복지팀 (☎061-850-5311)
경상남도/밀양시,여성결혼이민자 국적취득비 및 기술취득비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/536000000104?administOrgCd=ALL,연중(예산 소진시까지),"가족센터, 주민센터",여성가족과 / 055-359-5164,현금,,연중(예산 소진시까지),여성가족과 (055-359-5164),○ 방문 신청: 거주지 관할 읍면동 행정복지센터 또는 밀양시 가족센터,"가족센터,주민센터",현금,[자치법규] 밀양시 다문화가족 지원 조례,"지원대상
○ 여성결혼이민자 및 다문화 청소년 기술취득비 지원 
- 관내 거주 여성결혼이민자 및 다문화, 중도입국 청소년 중 3개월 이상 관내 주소지를 두고 있는 자 
- 국가, 공공기관이 발급하는 공인 자격증을 취득한 자 


○ 국적취득비 지원: 여성결혼이민자
- 관내 거주 여성결혼이민자 중 국적을 취득(귀화)한 자 
- 배우자가 6개월 이전부터 관내 주소지를 두고 있는 자","지원내용
○ 여성결혼이민자 및 다문화 청소년 기술취득비 지원
 - 사업대상 : 3개월 이상 관내 주소를 두고 있는 결혼이민자 및 다문화 청소년으로 신청일 기준 최근 6개월 이내 국가,공공기관이 발급하는 공인자격증을 취득한 자
 - 지원내용 : 1인당 400천 원 이내 수강료 지원 (예산 소진 시까지)
 - 지원절차: 대상자(취득 및 신청서 제출) ⇒ 읍면동, 가족센터(대상 확인 및 접수) ⇒ 시청 여성가족과 (검토 및 지급)


○ 여성결혼이민자 국적취득비용 지원 
 - 사업대상 : 3개월 이상 관내 주소를 두고 있는 최근 6개월이내 국적을 취득한 결혼이주여성
 - 사업내용 : 1인당 귀화허가 신청 수수료 300천 원 지원 (예산 소진 시까지)
 - 지원절차: 대상자(취득 및 신청서 제출) ⇒ 읍면동, 가족센터(대상 확인 및 접수) ⇒ 시청 여성가족과 (검토 및 지급)",여성가족과 (☎055-359-5164)
서울특별시/은평구,24시간 여성안심망 「안심이」운영,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/311000000155?administOrgCd=ALL,상시신청,안심이 앱,서울시 / 02-2133-5055,기타,,상시신청,서울시 (02-2133-5055),"ㅇ 긴급신고 : 위기상황시 앱을 실행(흔들기 또는 화면터치)하면 자치구 관제센터에 자동 신고되고 관제센터는 신고자 주변 CCTV를 관제하여 경찰출동 서비스를 제공합니다.
ㅇ 안심귀가 모니터링 : 늦은 시각 귀가하는 여성이 요청할 경우 자치구 관제센터에서 귀가경로를 모니터링 하여 드립니다.
ㅇ 안심귀가 스카우트 : 안심이 앱을 통하여 늦은 시각 귀가길의 도움을 신청하면 스카우트 대원이 동행 귀가할 수 있도록 연계하여 드립니다.
ㅇ 안심귀가택시 : 미리 목적지를 선택하고 택시를 탑승하면 자동으로 알림문자가 보호자와 지인, 자치구 통합관제센터로 전송됩니다.",안심이 앱,기타,[자치법규] 서울특별시 은평구 여성폭력방지와 피해자보호 및 지원에 관한 조례,"지원대상
안심이 앱을 가입한 서울시에 거주하는 누구나 이용할 수 있습니다.","지원내용
스마트폰 앱을 區(구) 통합관제센터에 연계하여 여성의 위기상황 시 실시간 모니터링으로 사용자의 위기상황 극복을 지원하는 여성안심망 안심이 시스템을 운영합니다.
ㅇ 스마트폰 앱스토어(플레이스토어)에서「서울시 안심이」또은「안심이」검색 후 다운로드 후 앱 실행하여 회원가입 하시면 됩니다.",서울시 (☎02-2133-5055)
충청북도/청주시,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/571000000139?administOrgCd=ALL,상시신청,충북여성장애인연대,충북여성장애인연대 / 043-224-3805,서비스(돌봄),,상시신청,충북여성장애인연대 (043-224-3805),"○ 방문 신청
 - 기타 : 충북여성장애인연대",충북여성장애인연대,서비스(돌봄),[법령] 장애인복지법(제7조),"지원대상
○ 여성장애인 중 가사지원서비스가 필요한 자","지원내용
○ 여성장애인의 임신, 출산, 육아 및 가사활동지원 등",충북여성장애인연대 (☎043-224-3805)
충청북도/진천군,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/445000000113?administOrgCd=ALL,상시신청,진천군장애인복지관,진천군장애인복지관 / 043-534-4478,서비스(돌봄),,상시신청,진천군장애인복지관 (043-534-4478),"○ 방문 신청
 - 기타 : 진천군장애인복지관",진천군장애인복지관,서비스(돌봄),[법령] 장애인복지법(제37조),"지원대상
○ 장애인복지법 제32조에 의한 등록장애인
- 임신, 출산 또는 영유아 자녀를 둔 여성장애인
- 중증 및 고령의 독거 여성장애인
중복혜택 안돼요
가사·간병 방문 지원, 노인장기요양보험(장기요양인정), 산모·신생아 건강관리 지원, 아이돌봄 서비스, 장애인 활동지원","지원내용
○ 진천군 거주 여성장애인에게 가사도우미 지원 서비스 제공
 - 출산 및 육아 가사도우미 : 1일 4시간씩 매일
 - 기타 가사도우미 : 1일 3시간, 주 3회 지원
 ※ 1년 기준으로 신청에 의해 지원되며, 신청자가 많을 시 대기할 수 있습니다.",진천군장애인복지관 (☎043-534-4478)
서울특별시/중구,취약계층 여성암검진 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/301000000108?administOrgCd=ALL,- 1차 검진 수검자중 정밀검사 대상자 검진권 지급,개인 신청절차 없음,보건소 감염병관리과 / 02-3396-4859,서비스(의료),,- 1차 검진 수검자중 정밀검사 대상자 검진권 지급,보건소 감염병관리과 (02-3396-4859),"○ 개인 신청절차 없음
 - 1차 검진 수검자중 정밀검사 대상자 검진권 지급",개인 신청절차 없음,서비스(의료),[법령] 암관리법,"지원대상
○ 의료급여 수급권자, 건강보험가입자 하위 50% 대상자중 2차 정밀검진(유방초음파검진)을 요하는 자
 (건강검진시 개인정보동의활용에 동의해준 자에 한함)","지원내용
○ 의료급여 수급권자, 건강보험가입자 하위 50% 대상자 중 2차 정밀검진(유방초음파검진)을 요하는 자를 대상으로 유방암 정밀 검진을 실시하여 암을 조기에 발견하여 암의 치료율을 높이고 암사망률 감소에 기여",보건소 감염병관리과 (☎02-3396-4859)
충청남도/천안시,(천안시 서북구) 여성장애인 출산비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/449000000129?administOrgCd=ALL,상시신청,주민센터,서북구 주민복지과 / 041-521-6233,현금,javascript://,상시신청,서북구 주민복지과 (041-521-6233),"○ 온라인 신청 
 - 정부24 : www.gov.kr (임신,출산관련서비스 통합처리)
 - 복지로 : http://www.bokjiro.go.kr (여성장애인출산비용지원)

○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청 (팩스/우편 불가)",주민센터,현금,[자치법규] 천안시 여성장애인 출산지원금 지급 조례,"지원대상
○ 장애인복지법 제32조에 따른 등록 여성장애인이면서 출산이나 임신기간 4개월 이상의 태아를 유산·사산한 자

○ 천안시에 신생아 출생일을 기준으로 6개월 전부터 신청일 현재까지 계속하여 천안시에 주민등록을 하고 거주하는 여성장애인","지원내용
○ 장애인복지법 제32조에 따른 등록 여성장애인이면서 출산이나 임신기간 4개월 이상의 태아를 유산·사산한 자에게 120만원 현금 지급

○ 천안시에 신생아 출생일을 기준으로 6개월 전부터 신청일 현재까지 계속하여 천안시에 주민등록을 하고 거주하는 여성장애인은 장애정도에 따라 추가지급
 - 심한장애 : 30만원",서북구 주민복지과 (☎041-521-6233)
경상북도/문경시,여성농업인 농작업 편의장비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/512000000102?administOrgCd=ALL,해당 연도 1월,주민센터,농정과 / 054-550-6264,기타,,해당 연도 1월,농정과 (054-550-6264),"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청",주민센터,기타,[자치법규] 문경시 여성농업인 육성 및 지원에 관한 조례,"지원대상
○ 농업경영체 등록한 여성농업인","지원내용
○ 농작업 편의장비 구입비 지원(다용도작업대 등)",농정과 (☎054-550-6264)
인천광역시,대일항쟁기 강제동원 피해여성 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/628000000121?administOrgCd=ALL,상시신청,시·군·구청,인천광역시 보훈정책과 / 032-440-2927,현금,,상시신청,인천광역시 보훈정책과 (032-440-2927),"○ 방문 신청 
 - 시군구 : 방문 접수 신청(거주지 구청)",시·군·구청,현금,[자치법규] 인천광역시 대일항쟁기 강제동원 피해여성근로자 지원 조례,"지원대상
○ 대일항쟁기 군수공장 강제동원 여성 근로자","지원내용
○ 대일항쟁기 군수회사 등에 강제동원되어 노역한 피해여성근로자 생활안정지원금 지급",인천광역시 보훈정책과 (☎032-440-2927)
전북특별자치도/부안군,여성농업인 농작업 편의장비 지원사업,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/479000000122?administOrgCd=ALL,매년 1~2월중,주민센터,농업정책과 농정기획팀 / 063-580-4439,현물,,매년 1~2월중,농업정책과 농정기획팀 (063-580-4439),"○ 방문신청 
 - 주소지 읍면사무소 산업팀 방문",주민센터,현물,[자치법규] 전북특별자치도 여성농어업인 육성 지원조례(제10조),"지원대상
○ 신청자격 : *농어촌지역 또는 **준농어촌지역(이하“농어촌지역”이라 함)에 거주하는 여성농업인으로 농업외 타산업분야 사업자등록 소지자 및 전업적직업 종사자도 지원대상에 포함(전업농+겸업농)
 - 여성 농어업인이란「농업‧농촌 및 식품산업 기본법 시행령」제3조, 「임업 및 산촌진흥 촉진에 관한법률 시행령」제2조,「수산업·어촌 발전 기본법 시행령」 제3조에 따른 여성 농어업인을 말함","지원내용
○ 여성농업인 농작업 편의장비 지원
 - 추진방향 : 여성농업인 농작업 편의장비 지원으로 작업능률 향상 및 농가소득증대 기여
 - 지원내용 : 농작업대, 고추수확차, 충전식분무기, 충전운반차, 충전식예초기, 다용도파종기, 충전식 자동전정가위
 - 지원단가 : 50만원/대 이내 (보조80%, 자부담20%)",농업정책과 농정기획팀 (☎063-580-4439)
충청북도/옥천군,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/443000000113?administOrgCd=ALL,상시신청,사업수행기관(장애인복지관),옥천군노인장애인복지관 / 043-733-2500,서비스(돌봄),,상시신청,옥천군노인장애인복지관 (043-733-2500),"○ 방문 신청
 - 기타 : 사업수행기관(장애인복지관)",사업수행기관(장애인복지관),서비스(돌봄),[법령] 장애인복지법(제7조) [정관/약관 등 기타] 00,"지원대상
○ 관내 여성 등록장애인 및 자녀","지원내용
○ 여성장애인의 임신‧출산‧육아 및 가사활동 지원과 관련된 도우미 파견 및 자녀양육과 가사활동 지원",옥천군노인장애인복지관 (☎043-733-2500)
충청남도/금산군,농어촌 여성 건강검진 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/455000000110?administOrgCd=ALL,상시신청,위탁 검진센터,보건소 / 041-750-4393,서비스(의료),,상시신청,보건소 (041-750-4393),"○ 방문 신청
 - 기타 : 위탁 검진센터",위탁 검진센터,서비스(의료),[법령] 건강검진기본법,"지원대상
○ 농어촌 여성","지원내용
○ 골다공증 검사, 갑상선기능 검사",보건소 (☎041-750-4393)
충청북도/충주시,여성장애인 가사도우미 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000835?administOrgCd=ALL,상시신청,시·군·구청,노인장애인과 / 043-850-6821,서비스(돌봄),,상시신청,노인장애인과 (043-850-6821),"○ 방문 신청 
 - 시군구 : 충주시청 노인장애인과 문의 및 신청",시·군·구청,서비스(돌봄),[법령] 장애인복지법,"지원대상
○ 저소득가정의 등록 여성장애인

○ 가족등의 지원체계가 없는 중증여성장애인

○ 임신 및 출산예정 또는 영유아 자녀를 둔 여성장애인

○ 중증 및 고령의 독거 여성장애인 등","지원내용
○ 여성장애인의 임신, 출산 및 산후조리를 위한 도우미 파견

○ 여성장애인의 자녀양육 및 가사활동 지원 등",노인장애인과 (☎043-850-6821)
전북특별자치도/부안군,출산여성 농가도우미 지원사업,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/479000000121?administOrgCd=ALL,출산(예정)일 기준으로 출산 전 30일부터 출산 후 150일까지 180일 기간,주민센터,농업정책과 농정기획팀 / 063-580-4439,현금,,출산(예정)일 기준으로 출산 전 30일부터 출산 후 150일까지 180일 기간,농업정책과 농정기획팀 (063-580-4439),"○ 방문신청
 - 출산(예정) 여성농어업인이 있는 농가에서 ""농가도우미 이용신청서 및 정보제공 동의서""에 출생(예정)증빙서를 첨부하여 거주지 읍‧면사무소에 제출
 ※ 출생증명서 구비가 어려운 농어가는 이장‧통장의 확인서를 첨부하고, 읍‧면사무소에 출생신고가 되어 있는 경우는 첨부서류 없이 읍‧면사무소에서 주민등록 확인으로 갈음
 - 농가도우미 이용 완료 후 “농가도우미 지원금 청구서”를 거주지 읍‧면사무소에 제출. 단, 필요시 도우미 이용기간 중 1개월 간격으로 지원금 신청 가능",주민센터,현금,[법령] 농업ㆍ농촌 및 식품산업 기본법(제27조),"지원대상
○ 신청자격 : 출산 또는 출산예정 여성농어업인(겸업 농어업인 포함)
 - 임신 4개월 이후에 발생한 유산‧조산‧사산의 경우도 출산에 포함
 - 농어업인 기준 : 농업·농촌 및 식품산업 기본법(동법 시행령 제3조), 수산업‧어촌 발전 기본법(동법 시행령 제3조2항), 임업 및 산촌 진흥촉진에 관한 법률(동법 시행령 제2조)에 의한 농업인, 어업인, 임업인(이하 농어업인)
 - 농어촌 지역 거주 기준 : 신청 여성농어업인이 농어촌지역에 주민등록상의 주소지를 두고 실제로 그 주소지에 거주하여야 함
 - 적용범위 : 출산 또는 출산예정 여성농어업인이 경영 또는 경작하는 영농·영어 관련 작업(35일 이상)을 위주로 지원하되, 가사작업 일부(35일 이하) 포함 

 ※ 국적을 취득하지 않은 여성결혼이민자의 경우 가족관계등록부상 농어업인의 배우자임을 확인하여 지원 가능","지원내용
○ 출산여성 농가도우미 지원사업
 - 목적 : 여성농어업인이 출산으로 영농·영어를 일시 중단하게 될 경우 농가도우미가 영농·영어를 대행함으로써 영농·영어 중단을 방지하고 모성보호를 통한 여성농어업인의 삶의 질 향상에 기여
 - 지원대상 : 출산 또는 출산예정 여성농어업인(겸업 농어업인 포함)
 * 임신 4개월 이후에 발생한 유산‧조산‧사산의 경우도 출산에 포함
 * 농어업인 : 농업·농촌 및 식품산업기본법 제3조 및 같은법 시행령 제3조에 해당
 - 지원금액 : 1일 지원기준단가 90,000원의 90%(81,000원) 수준을 예산에서 지원
 * 지원단가/일 : 90,000원(보조금81,000원, 자부담 9,000원)
 - 지원일수 한도 : 90일
 - 신청기간 : 출산(예정)일 기준 출산 전 30일부터 출산 후 150일까지 180일 기간 중 출산(예정) 농어가 거주지 읍면사무소에 신청",농업정책과 농정기획팀 (☎063-580-4439)
충청남도/청양군,여성결혼이민자 자격증 취득비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/459000000134?administOrgCd=ALL,매년 11월,주민센터,청양군 복지정책과 / 041-940-2092,현금,,매년 11월,청양군 복지정책과 (041-940-2092),"○ 방문 신청
 - 주민센터 : 읍면사무소 방문 신청",주민센터,현금,[법령] 다문화가족지원법(제3조),"지원대상
○ 여성 결혼이민자 중 요리, 정보화, 운전면허 등 취창업과 연계되는 자격증 취득한 자","지원내용
○ 여성 결혼이민자가 요리, 정보화, 운전면허 등 취창업과 연계되는 자격증 취득 교육비 지원
 - 1인당 최대 80만원",청양군 복지정책과 (☎041-940-2092)
전라남도/완도군,가임기 여성 풍진항체 무료검사 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/499000000125?administOrgCd=ALL,상시신청,보건소,완도군건강증진과 / 061-550-6755,서비스(의료),javascript://,상시신청,완도군건강증진과 (061-550-6755),"○ 방문 신청
 - 보건소 : 완도군보건의료원 모자보건실 방문 신청",보건소,서비스(의료),[법령] 저출산ㆍ고령사회기본법(제10조) [자치법규] 완도군 출산 및 양육 지원에 관한 조례,"지원대상
○ 주민등록상 완도군에 주소를 둔 가임기 여성","지원내용
○ 풍진항체 무료 검사 지원 : 보건의료원 방문 검사",완도군건강증진과 (☎061-550-6755)
경상남도/남해군,여성결혼이민자 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/543000000105?administOrgCd=ALL,상시신청,남해군 가족센터 또는 해당 읍면행정복지센터,주민행복과 / 055-860-3849,"현금,기타(교육),기타(상담)",,상시신청,주민행복과 (055-860-3849),"○ 방문 신청 : 남해군가족센터(남해읍 망운로32, 종합사회복지관 2층)",남해군 가족센터 또는 해당 읍면행정복지센터,"현금, 기타(교육), 기타(상담)",[자치법규] 남해군 거주외국인 등 지원 조례(제6조의5),"지원대상
○ 자격 및 국적취득을 한 관내 여성결혼이민자","지원내용
○ 지원대상 : 관내 여성결혼이민자

○ 지원내용 
 - 운전면허 및 자격취득 : 최대 425,000원
 - 국적취득 : 최대 500,000원",주민행복과 (☎055-860-3849)
