region,title,detail_url,period,agency,contact,type,apply_url,신청기간,전화문의,신청방법,접수기관,지원형태,사업근거,지원대상,지원내용,문의처
경기도,분만취약지 임산부 교통비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/641000000671?administOrgCd=ALL,상시신청,보건소,"경기도 응급의료과 / 031-8008-4353, 연천군 보건소 / 031-839-4075, 가평군 보건소 / 031-580-2822, 양평군 보건소 / 031-770-3475, 안성시 보건소 / 031-678-5913, 포천시 보건소 / 031-538-3642, 여주시 보건소 / 031-887-3613",기타,javascript://,상시신청,"경기도 응급의료과 (031-8008-4353), 연천군 보건소 (031-839-4075), 가평군 보건소 (031-580-2822), 양평군 보건소 (031-770-3475), 안성시 보건소 (031-678-5913), 포천시 보건소 (031-538-3642), 여주시 보건소 (031-887-3613)","방문신청 : 해당 시군 보건소
온라인신청 : 정부24

*온라인신청의 경우 임산부 본인에 한하여 신청 가능",보건소,기타,[법령] 모자보건법(제3조),"지원대상
○ 임산부가 다음 요건을 모두 충족하는 경우
 - 신청일 기준으로 6개월 이상 계속하여 경기도 분만취약지 시·군*에 주민등록을 두고 있을 것(경기도 분만취약지 내 이동시 거주 기간 합산 가능)
 * 대상 시·군(6개) : 안성시, 포천시, 양평군, 여주시, 가평군, 연천군
 - 신청기간 : 임신 3개월 ~ 출산 후 3개월
 ※ 2025년 신규사업으로 2025.1.1. 이전 출산자(2024.12.31.까지 출생) 지원 제외
※ 단, 부부 모두가 외국인인 경우, 임산부의 국내 체류자격 비자 F-2(거주), F-5(영주), 
 F-6(결혼이민)인 경우에 한함
중복혜택 안돼요
임산부 교통비 지원, 임산부 교통비 지원, 임산부 교통비 지원, 임산부 교통비 지원","지원내용
분만취약지 임신부 교통비 지원(최대 1백만원/인)
- 대중교통비, 택시 교통비 및 자가용 유류비

* 신한카드 국민행복카드로 포인트(바우처) 최대 1백만원 지급
 - 신한카드 국민행복카드가 없는 경우 카드 발급 필수","경기도 응급의료과 (☎031-8008-4353)
연천군 보건소 (☎031-839-4075)
가평군 보건소 (☎031-580-2822)
양평군 보건소 (☎031-770-3475)
안성시 보건소 (☎031-678-5913)
포천시 보건소 (☎031-538-3642)
여주시 보건소 (☎031-887-3613)"
강원특별자치도/동해시,임산부 교통비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/421000000642?administOrgCd=ALL,상시신청,보건소,"보건소 보건정책과 / 033-530-2403, 동해시청 행정과 / 033-530-2098",이용권,,상시신청,"보건소 보건정책과 (033-530-2403), 동해시청 행정과 (033-530-2098)","신분증, 주민등록등본 지참하여 보건소 방문",보건소,이용권,[자치법규] 동해시 저출산ㆍ고령사회 대응을 위한 인구정책지원 조례,"지원대상
임산부 등록일 기준 관내 주민등록이 되어 있는 임산부","지원내용
임산부 교통이용 편의 제공(산전검진을 위한 병원 방문 등)
-교통카드 지급(10만 원)","보건소 보건정책과 (☎033-530-2403)
동해시청 행정과 (☎033-530-2098)"
전북특별자치도,출산취약지역 임산부 이송 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/645000000112?administOrgCd=ALL,상시신청,보건소,보건의료과 / 063-280-2455,서비스(의료),,상시신청,보건의료과 (063-280-2455),"○ 방문 신청
 - 보건소: 거주지 관할 보건소 방문",보건소,서비스(의료),[자치법규] 전북특별자치도 저출산·고령사회 대책 지원 조례,"지원대상
○ 지원대상 : 분만취약지역(7개 군) 임산부(주민등록등본 확인)","지원내용
○ 임산부의 산전진찰 및 분만 이송 교통비 지원
 - 산전교통비 : 1회당 4만원, 최대 15회
 - 분만교통비 : 1회 10만원

○ 출산취약지역 : 7개군 대상 
완주군, 진안군, 무주군, 장수군, 임실군, 순창군, 부안군",보건의료과 (☎063-280-2455)
경기도/광주시,"임산부 물품 및 영양제(엽산제, 철분제) 택배발송(경기도 광주시)",https://www.gov.kr/portal/rcvfvrSvc/dtlEx/554000000106?administOrgCd=ALL,상시신청,보건소,광주시 보건소 / 031-760-4170,현물,javascript://,상시신청,광주시 보건소 (031-760-4170),"○ 광주시 보건소 방문 신청
* 본소 외 오포건강센터, 동부건강센터(구.초월보건지소) 수령 가능
○ 맘편한임신 온라인신청(건강기능식품 제공)
 * 맘편한임신 온라인 신충 후 보조금24 신청 진행",보건소,현물,[법령] 저출산ㆍ고령사회기본법,"지원대상
○ 주민등록상 주소지 광주시로 등재되어 있는 임산부
○ 맘편한임신 등록 임산부(맘편한임신 미등록한 경우 임신확인서 첨부 필수)","지원내용
○ 맘편한임신 등록한 경우 임신확인서 첨부 불필요
○ 주수에 차등하여 엽산제 및 철분제 지급",광주시 보건소 (☎031-760-4170)
경기도/안산시,안산시 임산부 행복플러스카드,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/393000000150?administOrgCd=ALL,상시신청,주민센터,복지국 통합돌봄과 / 031-481-2606,현금(감면),,상시신청,복지국 통합돌봄과 (031-481-2606),동 행정복지센터 방문,주민센터,현금(감면),[자치법규] 안산시 출산장려 지원 등에 관한 조례(제3조),"지원대상
안산시에 주민등록을 두고 있는 임산부 및 출산 후 6개월 미만인 여성","지원내용
공공기관 및 공영주차장 등 이용료 감면",복지국 통합돌봄과 (☎031-481-2606)
경기도/광명시,임산부 산전 및 기형아 검사비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/390000000106?administOrgCd=ALL,상시신청,보건소,광명시보건소 / 02-2680-5521,이용권,,상시신청,광명시보건소 (02-2680-5521),"○ 방문 신청
 - (임산부)광명시 보건소 모자건강관리실 방문신청 ->(임산부)관내 지정병의원에서 쿠폰 제시 후 검사 -> (병의원) 보건소에 검사비 청구 -> (보건소) 매월 병의원에 검사비 일괄 지급",보건소,이용권,[법령] 모자보건법(제3조) [법령] 모자보건법,"지원대상
○ 광명시보건(분)소에서 등록을 한 관내 임산부","지원내용
○ 임산부 산전 검사비 지원 : 광명시 6~10주 임산부에게 산전 검사 쿠폰을 발급하여 검사비 본인부담금 일부 지원

○ 임산부 기형아 검사비 지원 : 광명시 14~18주 임산부에게 기형아 2차검사 쿠폰 발급하여 검사비 본인부담금 일부 지원",광명시보건소 (☎02-2680-5521)
서울특별시/동대문구,임산부 등록 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000109?administOrgCd=ALL,상시신청,보건소,건강관리과 / 02-2127-5379,서비스(의료),,상시신청,건강관리과 (02-2127-5379),"○ 방문 신청
 - 보건소 : 거주지 관할 보건소 방문",보건소,서비스(의료),[법령] 모자보건법,"지원대상
○ 임신부
 
 - 동대문구 거주 : 영양제 및 검사 지원

 - 동대문구외 거주 : 영양제 지원

○ 산모 (동대문구 거주)

 - 유축기 대여","지원내용
○ 임산부 당뇨검사 및 풍진검사

○ 기형아 검사

○ 유축기대여

○ 모자건강교실 운영",건강관리과 (☎02-2127-5379)
경기도/안양시,임산부 자동차표지 제공,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000147?administOrgCd=ALL,상시신청,"주민센터, 보건소","안양시청 여성가족과 / 031-8045-5590, 만안구보건소 / 031-8045-3526, 동안구보건소 / 031-8045-4834",현물,,상시신청,"안양시청 여성가족과 (031-8045-5590), 만안구보건소 (031-8045-3526), 동안구보건소 (031-8045-4834)",○ 구비서류 지참하여 보건소 또는 동 행정복지센터 방문 신청(거주지 동에 상관없이 안양시 거주여부 확인 후 신청 가능),"주민센터,보건소",현물,[자치법규] 안양시 임산부 전용주차구역 설치·운영에 관한 조례(제7조),"지원대상
○ 안양시에 주민등록이 되어 있는 임산부 및 분만 후 6개월 미만인 여성","지원내용
○ 내용 : 임산부 1명당 1대의 차량에 한하여, 임산부자동차 표지 발급
○ 혜택 : 임산부 전용주차구역에 주차가능, 안양시 공공시설 주차장 주차요금 50%감면","안양시청 여성가족과 (☎031-8045-5590)
만안구보건소 (☎031-8045-3526)
동안구보건소 (☎031-8045-4834)"
경상북도/성주군,"임산부, 영유아 영양제 지원",https://www.gov.kr/portal/rcvfvrSvc/dtlEx/521000000107?administOrgCd=ALL,상시신청,보건소,성주군 보건소 출산지원 / 054-930-8144,현물,,상시신청,성주군 보건소 출산지원 (054-930-8144),"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,현물,[법령] 모자보건법,"지원대상
○ 관내 주민등록을 두고있는 보건소 등록 임산부 및 영유아","지원내용
○ 임산부 영양제 지원
 - 엽산제 : 임신 3개월 전부터 임신 3개월까지 지원(1인 1개월분 기준 최대 6개월분)
 - 철분제 : 임신 16주 이상 임산부(1인 1개월분 기준 최대 5개월분)
 - 종합영양제 : 임신 13주부터 출산 후 1개월까지(1인 1개월분 기준 최대 2개월분)

○ 영유아 영양제 지원
 - 영양제 또는 유산균 : 4~36개월 영유아(최대 3개월분 지원)",성주군 보건소 출산지원 (☎054-930-8144)
서울특별시/송파구,(송파구)임산부 건강관리 서비스 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/323000000106?administOrgCd=ALL,상시신청,"송파산모건강증진센터, 보건소",생애건강과 / 02-2147-3741,서비스(의료),,상시신청,생애건강과 (02-2147-3741),"○ 방문 신청
 - 송파산모건강증진센터 : 직접 방문 또는 전화 예약","송파산모건강증진센터,보건소",서비스(의료),[법령] 모자보건법 [법령] 모자보건법(제3조),"지원대상
○ 관내 주민등록을 둔 임산부","지원내용
○ 관내 주민등록을 둔 임산부에게 임신초기검사, 기형아검사, 당뇨검사, 막달검사 등 지원
 - 임신초기검사(혈액검사) : 6주~9주
 - 임산부 기형아검사 : 16~18주 2차 쿼드검사
 - 임신성 당뇨검사 : 24주~28주(빈혈검사 포함)
 - 막달검사(혈액 및 소변검사) : 35주 전후
○ 임산부에게 엽산제 및 철분제 지원
○ 출산 후 유축기 대여(4주)",생애건강과 (☎02-2147-3741)
전라남도/완도군,임산부 교통비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/499000000102?administOrgCd=ALL,상시신청,"읍면보건지소, 보건소",완도군건강증진과 / 061-550-6755,현금,javascript://,상시신청,완도군건강증진과 (061-550-6755),"○ 방문 신청
 - 보건소 : 완도군보건의료원 모자보건실 방문 신청(출산 전까지)
 - 읍면 보건지소","읍면보건지소,보건소",현금,[자치법규] 완도군 출산 및 양육 지원에 관한 조례(제8조),"지원대상
○ 관내 6개월 이상 주민등록을 두고 실제 거주하는 임산부","지원내용
임산부에 교통비 20만원 지원",완도군건강증진과 (☎061-550-6755)
대구광역시/달성군,임산부 영양제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/348000000375?administOrgCd=ALL,상시신청,보건소,"건강증진과 / 053-668-3135, 건강증진과 / 053-668-3133",현물,,상시신청,"건강증진과 (053-668-3135), 건강증진과 (053-668-3133)","○ 온라인 신청 
 - 정부24 : www.gov.kr (맘편한 임신)

○ 방문 신청
 - 보건(지)소 : 관할 보건소 방문",보건소,현물,[법령] 모자보건법,"지원대상
○ 관내 등록 임산부","지원내용
○ 엽산제 지원 : 12주 미만 임산부 등록자에게 최대 3통 지원
○ 철분제 지원 : 16주 이상 임산부 등록자에게 최대 5통 지원
 (다태아 임산부(하루 60mg~100mg 철분섭취 필요)의 경우 임산부 수요 및 예산 여건에 따라 추가수량 지원 가능)","건강증진과 (☎053-668-3135)
건강증진과 (☎053-668-3133)"
경기도/의정부시,임산부 건강관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/382000000137?administOrgCd=ALL,상시신청,보건소,건강증진과 / 031-870-6098,"현물,서비스(의료)",,상시신청,건강증진과 (031-870-6098),"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,"현물, 서비스(의료)",[법령] 모자보건법,"지원대상
○ 관내 임신준비 여성 및 임산부","지원내용
○ 임신준비 여성 엽산제(최대 3개월분) 지원
 - 임산부 산전검사(풍진, B형간염, 갑상선기능, 성병검사, 간기능, CBC, 소변검사), M2 기형아검사, 임신성당뇨검사실시",건강증진과 (☎031-870-6098)
서울특별시/중구,임산부 등록 관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/301000000123?administOrgCd=ALL,상시신청,보건소,보건소 지역보건과 / 02-3396-5679,현물,,상시신청,보건소 지역보건과 (02-3396-5679),○ 보건소 직접 방문,보건소,현물,[자치법규] 서울특별시 중구 출산양육 지원에 관한 조례,"지원대상
○ 임산부","지원내용
○ 임산부 등록관리
○ 주수별 엽산제(최대 3개월) 및 철분제(최대 5개월) 제공
○ 임신초기검사, 기형아검사(중구민), 임신성 당뇨검사 지원
○ 유축기 대여
○ 임신 출산 프로그램 등 안내",보건소 지역보건과 (☎02-3396-5679)
경기도/오산시,임산부 영양제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/400000000108?administOrgCd=ALL,상시신청,보건소,건강증진과 / 031-8036-6075,현물,,상시신청,건강증진과 (031-8036-6075),"○ 온라인 신청 
 - 정부24 : www.gov.kr

○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,현물,[법령] 모자보건법(제3조),"지원대상
○ 오산시 등록 임산부

○ 오산시 신혼(예비)부부 : 임신 준비중 3개월분 1회 지원","지원내용
○ 임신 전, 임신초기 ~ 임신 12주 : 엽산제 지원

○ 임신 20주 ~ 출산 후 2개월 : 철분제 지원",건강증진과 (☎031-8036-6075)
경기도/안성시,임산부 건강관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/408000000529?administOrgCd=ALL,상시신청,보건소,"모자보건팀 / 031-678-5912, 모자보건팀 / 031-678-5913",현물,,상시신청,"모자보건팀 (031-678-5912), 모자보건팀 (031-678-5913)","○ 방문 신청
 - 보건소 : 관할 보건소에 유선 등록 후 방문
 - 구비서류 : 모자수첩, 신분증 지참

○ 온라인 신청
 - 정부24(www.gov.kr)",보건소,현물,"[법령] 모자보건법(제3조, 제2항) [법령] 모자보건법(제7조, 제3항)","지원대상
○ 예비 부모 및 임산부","지원내용
○ 임산부 등록관리

○ 엽산제 및 철분제 제공
 - 엽산제 지원(임신 전후 3개월까지), 철분제 지원(임신 4개월 ~ 분만 후 3개월)

○ 예비부모 및 임산부 대상 혈액, 뇨 검사 등 지원(검사는 안성시보건소에서만 실시)

○ 유축기 무료대여

○ 임산부 프로그램 운영","모자보건팀 (☎031-678-5912)
모자보건팀 (☎031-678-5913)"
부산광역시/동구,임산부 건강관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/327000000105?administOrgCd=ALL,상시신청,보건소,보건소 건강증진과 / 051-440-6524,"현물,기타",javascript://,상시신청,보건소 건강증진과 (051-440-6524),"○ 온라인 신청 (맘편한임신서비스)
 - 정부24 : www.gov.kr 

○ 방문 신청
 - 보건소 : 동구 보건소 방문",보건소,"현물, 기타",[법령] 모자보건법,"지원대상
○ 동구 거주 임산부","지원내용
○ 산모건강관리
 - 임산부 엽산제, 철분제 지급
 - 산전검사 시행
 - 유축기 대여
 - 임산부 축하선물 지급
 - 임신주수별 지원 서비스 안내",보건소 건강증진과 (☎051-440-6524)
대구광역시/달서구,달서구 임산부 산전관리 및 검사 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/347000000113?administOrgCd=ALL,상시신청,보건소,건강증진과 / 053-667-5691,서비스(의료),,상시신청,건강증진과 (053-667-5691),"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,서비스(의료),[법령] 모자보건법,"지원대상
○ 지원대상
 - 임신기초검사: 임신12주 이내
 - 임신당뇨검사: 임신 24~28주 이내 임산부","지원내용
○ 임신기초검사
 - 검사대상: 임신 12주 이내 임산부
 - 검사항목: B형간염항원항체검사, 빈혈, 매독, 에이즈, 소변검사(요당, 요단백) 
 - 검사시간: 평일 오전 09:00~11:30,오후 13:00~17:30 (※금식 불필요)
 - 검사결과: 본인 방문 수령 또는 G-Health에서 조회 (7~10일 소요)

 ○ 임신성 당뇨검사
 - 검사대상: 임신 24~28주 이내 임산부
 - 검사시간: 평일 오전 09:00~11:30,오후 13:00~17:30 (※4시간 이상 금식 필요)
 - 검사결과: 검사 후 당일 결과지 발급",건강증진과 (☎053-667-5691)
광주광역시,장애인임산부산전검진및산후관리비용지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/629000000127?administOrgCd=ALL,상시신청,보건소,"동구보건소 / 062-608-3333, 서구보건소 / 062-350-4138, 남구보건소 / 062-607-4332, 북구보건소 / 062-410-8123, 광산구보건소 / 062-960-8757",서비스(의료),,상시신청,"동구보건소 (062-608-3333), 서구보건소 (062-350-4138), 남구보건소 (062-607-4332), 북구보건소 (062-410-8123), 광산구보건소 (062-960-8757)","○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,서비스(의료),[법령] 장애인복지법(제9조),"지원대상
○ 광주광역시 거주 장애인 임산부 
 - 장애인복지법 제2조에 따른 장애인으로 같은법 제32조에 따라 등록한 장애인이 임신한 경우
 - 출산일 기준 주민등록상 6개월 이상 거주자","지원내용
○ 장애인임산부 산전검진비 지원
 - 임신진단부터 출산 전일까지의 의료비 본인부담금 지원(정부지원 단태아:100만원, 다태아:140만원 초과분에 대한 한도액 범위 내)
 - 금액 : 장애정도가 심하지 않은 장애인 50만원 한도, 장애정도가 심한 장애인 100만원 한도 내

○ 장애인임산부 산후관리 비용 지원
 - '산모신생아 건강관리 지원사업' 정부지원액 외 본인부담금 일부(총서비스 비용의 10%를 제외한 본인부담금) 비용 지원","동구보건소 (☎062-608-3333)
서구보건소 (☎062-350-4138)
남구보건소 (☎062-607-4332)
북구보건소 (☎062-410-8123)
광산구보건소 (☎062-960-8757)"
대구광역시/중구,임산부 영유아 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/341000000111?administOrgCd=ALL,상시신청,보건소,보건소 보건과 / 053-661-3826,서비스(의료),,상시신청,보건소 보건과 (053-661-3826),"○ 방문 신청 - 대구광역시 중구보건소 1층 모자보건실 방문
○ 온라인 신청 : 정부24(www.gov.kr) 접속(공동인증서 본인인증) > 임신 지원 서비스 통합 제공 (맘편한 임신)",보건소,서비스(의료),[법령] 모자보건법,"지원대상
○ 대구광역시 중구에 주민등록을 두고 거주하는 임산부","지원내용
○ 임산부 영유아 지원",보건소 보건과 (☎053-661-3826)
서울특별시/서초구,임산부 영유아 등록관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000126?administOrgCd=ALL,상시신청,"동주민센터, 보건소",건강관리과 / 02-2155-8067,서비스(돌봄),,상시신청,건강관리과 (02-2155-8067),"○ 방문 신청
 - 보건소 : 거주지 관할 보건소 방문

○ 온라인 신청
- 정부24 : 맘편한 임신서비스 지원","동주민센터,보건소",서비스(돌봄),[법령] 모자보건법,"지원대상
○ 모든 임산부(임산부 엠블럼, 영양제 등) 

 * 임산부검사, 모유수유클리닉, 유축기대여는 서초구 임산부만 가능","지원내용
임신초기검사, 기형아검사, 임신성 당뇨검사 등 임산부 산전관리
임산부 영양제 지원
모유수유 클리닉운영, 유축기 대여 지원사업 등 모유수유 권장환경 조성",건강관리과 (☎02-2155-8067)
전북특별자치도/익산시,임산부 등록 건강관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/468000000136?administOrgCd=ALL,"엽산제(10주0일이내), 철분제(17주0일~36주0일)",보건소,보건지원과 / 063-859-4817,현물,,"엽산제(10주0일이내), 철분제(17주0일~36주0일)",보건지원과 (063-859-4817),"○ 온라인 신청 
 - 정부24 : www.gov.kr

○ 방문 신청
 - 보건소 : 관할 보건소 방문
 - 방문 및 온라인 신청(산모 신분증, 임신확인서 필요)",보건소,현물,[법령] 모자보건법(제3조),"지원대상
○ 익산시 주소 임산부
중복혜택 안돼요
타 지역 보건소에서 해당 주수의 영양제를 수령하였을 경우에는 해당 불가","지원내용
○ 임신주수에 해당하는 엽산제 및 철분제 지원",보건지원과 (☎063-859-4817)
경기도/양평군,임산부 엽산제 및 철분제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/417000000111?administOrgCd=ALL,상시신청,보건소,"건강증진과 / 031-770-3546, 건강증진과 / 031-770-3504",현물,,상시신청,"건강증진과 (031-770-3546), 건강증진과 (031-770-3504)","○ 온라인 신청 
 - 정부24 : www.gov.kr (맘편한 임신)

○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,현물,[법령] 국민건강증진법,"지원대상
○ 관내 예비부부, 임신준비부부 및 임산부","지원내용
○ 서비스 내용
 - 예비부부, 임신준비부부 및 임산부를 대상으로 엽산제 및 철분제 지원
 (방문수령 : 의약품 제공, 택배수령 : 건강기능식품 제공) * 택배비 3,500원~4,000원 본인부담

○ 제공대상
 - 예비부부 및 임신준비부부: 엽산제 3개월분(여성)
 - 임산부: 엽산제 3개월분(임신12주까지), 철분제 5개월분(임신 20주~40주), 분만 후 철분제 1개월분 추가 제공
 쌍둥이 임산부는 철분제 2배 지원 및 빈혈 임산부 추가 지원","건강증진과 (☎031-770-3546)
건강증진과 (☎031-770-3504)"
충청남도/태안군,임산부 검사비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/462000000307?administOrgCd=ALL,상시신청,보건소,모자보건실 / 041-671-5385,현금,,상시신청,모자보건실 (041-671-5385),"○ 방문 신청
 - 태안군보건의료원 3층 모자보건실",보건소,현금,[법령] 모자보건법,"지원대상
○ 보건의료원 등록 임산부","지원내용
○ 임산부 검사비 지원 : 산전검사, 기형아검사, 임신성 당뇨검사 (최대 5만원 지원)
 - 신청기간 : 검사 후 6개월 이내",모자보건실 (☎041-671-5385)
서울특별시/용산구,임산부 건강관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/302000000109?administOrgCd=ALL,상시신청,보건소,"건강관리과 모자보건실 / 02-2199-8203, 건강관리과 모자보건실 / 02-2199-8073",서비스(의료),,상시신청,"건강관리과 모자보건실 (02-2199-8203), 건강관리과 모자보건실 (02-2199-8073)","○ 방문 신청 
 - 보건소 : 거주지 관할 보건소 방문",보건소,서비스(의료),[법령] 모자보건법,"지원대상
○ 용산구 임신부 대상","지원내용
○ 임산부 등록 : 임신주수에 따라 철분제, 엽산제 등 지급 

○ 모성검사 : 임신주수 12주 이내 검사

○ 태아기형아 검사(Quad Marker) : 임신주수 16~18주 검사 

○ 임신성당뇨 검사 : 임신주수 24~28주에 공복 2시간 후 검사","건강관리과 모자보건실 (☎02-2199-8203)
건강관리과 모자보건실 (☎02-2199-8073)"
전북특별자치도/김제시,임산부 및 영유아 건강관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/471000000122?administOrgCd=ALL,상시신청,보건소,김제시 보건소 모자보건팀 / 063-540-1323,현물,,상시신청,김제시 보건소 모자보건팀 (063-540-1323),○ 온라인 및 방문신청,보건소,현물,[법령] 모자보건법,"지원대상
○ 관내 임산부 및 영유아 가정","지원내용
○ 관내 임산부 및 영유아 대상자에게 영양제, 보습제 지원 등",김제시 보건소 모자보건팀 (☎063-540-1323)
부산광역시/강서구,임산부 및 영유아 관리,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/336000000204?administOrgCd=ALL,상시신청,"주민센터, 보건소",강서구보건소 / 051-970-3414,"현물,기타(교육),기타(상담)",,상시신청,강서구보건소 (051-970-3414),"<임산부 영양제>
○ 방문 신청 
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청(맘편한임신원스톱서비스)
 - 보건소 : 관할 보건소 방문

○ 온라인 신청 
 - 정부24 : www.gov.kr

<유축기 대여>
○ 기타 
 - 보건소 전화 예약","주민센터,보건소","현물, 기타(교육), 기타(상담)","[법령] 지역보건법 [법령] 모자보건법(제8조, 제1항) [법령] 모자보건법(제9조, 제1항)","지원대상
○ 관내 임산부","지원내용
○ 관내 임산부에게 임신초기 검사 및 임신축하물품 지급, 보건소 사업 안내
○ 영양제(엽산제, 철분제) 지급 및 유축기 대여
○ 출산준비교실",강서구보건소 (☎051-970-3414)
경상남도/창원시,임산부 건강관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/567000000125?administOrgCd=ALL,상시신청,보건소,"마산보건소 / 055-225-5946, 마산보건소 / 055-225-5965","현금(감면),현물",https://www.e-health.go.kr/,상시신청,"마산보건소 (055-225-5946), 마산보건소 (055-225-5965)","○ 방문 신청
 - 보건소 : 관할 보건소 방문
 - 유축기는 2~3일 전 전화예약

○ 온라인 신청
 - 온라인 신청가능 항목: 엽산,철분제 지원, 기형아검사쿠폰",보건소,"현금(감면), 현물",[법령] 모자보건법,"지원대상
○ 엽산제 : 임신 12주 이내 

○ 철분제 : 임신 16주 이상 

○ 기형아검사 쿠폰 : 임신 16주 이내

○ 유축기 : 출산 후 2개월 이내 
 ※ 보건소 임산부 등록 필수","지원내용
○ 엽산제 지원 : 주수에 따라 1~2개월분 지급 

○ 철분제 지원 : 주수에 따라 1~5개월분 지급

○ 태아기형아검사비 지원 : 태아기형아 검사비 쿠폰 지급(25,000원)

○ 유축기 흡입기 지원 : 임산부 등록 된 출산부에 한해 출산 1개월 이내 전자동 유축기 대여 시 흡입기 제공","마산보건소 (☎055-225-5946)
마산보건소 (☎055-225-5965)"
부산광역시/북구,임산부 건강관리 서비스,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/332000000102?administOrgCd=ALL,상시신청,보건소,보건소 건강증진과 / 051-309-7015,서비스(돌봄),,상시신청,보건소 건강증진과 (051-309-7015),"○ 방문 신청
 - 방문 보건소 : 부산광역시 북구 보건소
 - 구비서류 : 신분증, 산모수첩, 고위험임신진단서 등
 - 신청기한 : 고위험 임산부 진단일로부터 10일이내 신청",보건소,서비스(돌봄),"[법령] 모자보건법 [자치법규] 부산광역시 북구 출산장려 및 다자녀가정 지원 조례(제4조, 제2항)","지원대상
○ 북구에 1년이상 주민등록상 거주자이면서 절대안정 및 안정가료를 요하는 고위험 임산부 의사 진단을 받은 자

※ 고위험 임신부란 ?
 ☞ 다음 각호의 어느 하나에 해당되어 진단서 또는 소견서에‘절대안정 및 안정가료를 요함’의사의 소견이 표기되어 있을 것
 ❶ 유산, 조산, 사산, 거대아를 출산한 경력이 있는 임신부
 ❷ 유전질환 등 가족력이 있는 임신부
 ❸ 고혈압, 당뇨병, 갑상선질환, 심장병, 신장병, 자가면역질환 등의 질환자로 절대안정을 요하는 임신부 
 ❹ 저체중이거나 비만한 임신부 ❺ 기타 산전검사 이상 소견이 있는 임신부","지원내용
○ 고위험 산모 건강관리 : 유방관리, 부종관리, 영양관리, 고위험 임신 질환 관리

○ 산모 가사지원 : 산모 식사준비, 산모 주 생활공간 청소, 산모 의류 세탁

○ 산모 정보제공 및 정서지원 : 응급상황 발견 및 대응, 감염 예방 및 관리, 정서 상태 이해 및 지지",보건소 건강증진과 (☎051-309-7015)
전북특별자치도/군산시,임산부 영양제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/467000000104?administOrgCd=ALL,상시신청,보건소,건강관리과 / 063-454-5858,현물,,상시신청,건강관리과 (063-454-5858),"○ 방문 신청
 - 보건소 : 보건소 방문 접수
 - 구비서류 : 신분증, 산모수첩(임신확인서로 대체 가능)",보건소,현물,[법령] 모자보건법,"지원대상
○ 엽산제 : 임신 등록일~임신 12주의 임부

○ 철분제 : 임신 16주~분만 전의 임부

○ 영양제 지원 : 보건소 등록 임부·60일 이내의 출산부","지원내용
○ 임신부 엽산제 지원 : 임산부등록일~12주까지(최대 3개월)

○ 임신부 철분제 지원 : 임신 16주~분만 전까지(최대 5개월)

○ 임산부 영양제 지원
 - 지급대상 : 관내 임신·출산부
 - 지급기간 : 임신(출산)당 1회, 최대 2개월치",건강관리과 (☎063-454-5858)
