row_id,대상유형,지역,제목,detail_url,신청기간,신청방법,접수기관,지원형태,지원대상,지원내용,문의처,기타,카테고리_분류,지원형태_분류,지원대상_원문,지원대상_초벌요약,지원내용_원문,지원내용_초벌요약,age_eff_ranges,age_has_rule,최종요약_final
1023,한부모,전라남도,무료 금융복지 상담 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00093000001?administOrgCd=ALL,상시신청,"○ 온라인 신청 및 전화
 - 전라남도금융복지상담센터 : http://www.jnfwc.or.kr/
 - 사전 예약제 ( 홈페이지 또는 전화를 통한 상담예약 )",전라남도금융복지상담센터,기타 ( 상담 ),"지원대상
○ 현재 소득으로 본인의 채무를 정상적으로 상환할 수 없는 채무자

○ 법률구조공단 무료지원 대상 ( 기준 중위소득 125% 이하 )","지원내용
○ 개인파산·개인회생 신청지원, 채권협상 지원, 신용회복 제도안내 및 신용회복위원회 연계

○ 서민금융 및 복지자원 연계

○ 개인 재무건강 진단 및 가계수지 균형 상담",전남금융복지상담센터 ( ☎061-727-2596 ),nan,취약계층,상담지원,"(1) 현재 소득으로 본인의 채무를 정상적으로 상환할 수 없는 채무자
(2) 법률구조공단 무료지원 대상 ( 기준 중위소득 125% 이하 )",현재 소득으로 본인의 채무를 정상적으로 상환할 수 없는 채무자 법률구조공단 무료지원 대상,"(1) 개인파산·개인회생 신청지원, 채권협상 지원, 신용회복 제도안내 및 신용회복위원회 연계
(2) 서민금융 및 복지자원 연계
(3) 개인 재무건강 진단 및 가계수지 균형 상담","개인파산·개인회생 신청지원, 채권협상 지원, 신용회복 제도안내 및 신용회복위원회 연계",[],0.0,"본 정책은 현재 소득으로 채무를 정상적으로 상환할 수 없는 채무자, 특히 법률구조공단 무료지원 대상인 중위소득 125% 이하의 소득층을 지원합니다.  개인파산·개인회생 신청 지원, 채권협상 지원, 신용회복 제도 안내 및 신용회복위원회 연계 등의 법률적 지원과 함께 서민금융 및 복지자원 연계, 개인 재무건"
1024,한부모,전라남도,방학중 아동급식 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000183?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,서비스 ( 돌봄 ),"지원대상
○ 결식우려¹가 있는 수급자·차상위·한부모 등의 아동, 결식이 발견 또는 우려되는 아동² 등 - ( 결식우려 정의 ) 보호자가 근로, 질병·장애 등의 사유로 주·부식 준비가 어렵거나 주·부식 준비되어 있어도 아동 스스로 식사를 차려먹기 어려운 경우 - 교사, 사회복지사, 이·통·반장 등 추천에 따라 기초지자체 아동급식위원회에서 지원 결정","지원내용
○ 결식우려가 있는 18세 미만 아동 대상으로 방학기간 ( 연 90일이하 ) 에 1식 지원",여성가족정책관 ( ☎061-286-5943 ),nan,"한부모,임신/출산/육아,취약계층",서비스,"(1) 결식우려¹가 있는 수급자·차상위·한부모 등의 아동, 결식이 발견 또는 우려되는 아동² 등 - ( 결식우려 정의 ) 보호자가 근로, 질병·장애 등의 사유로 주·부식 준비가 어렵거나 주·부식 준비되어 있어도 아동 스스로 식사를 차려먹기 어려운 경우 - 교사, 사회복지사, 이·통·반장 등 추천에 따라 기초지자체 아동급식위원회에서 지원 결정","결식우려1가 있는 수급자·차상위·한부모 등의 아동, 결식이 발견 또는 우려되는 아동2 등",(1) 결식우려가 있는 18세 미만 아동 대상으로 방학기간 ( 연 90일이하 ) 에 1식 지원,(1) 결식우려가 있는 18세 미만 아동 대상으로 방학기간 ( 연 90일이하 ) 에 1식 지원,[],0.0,"결식이 우려되는 18세 미만 아동을 대상으로,  기초지자체 아동급식위원회의 결정을 통해 방학기간(연 90일 이하) 동안 1식의 아동급식을 지원합니다.  교사, 사회복지사, 이·통·반장 등의 추천을 통해 지원 대상이 선정됩니다."
1025,한부모,전라남도,사회적 취약계층 등에 친환경보일러 보급,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000137?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 시군구 : 해당시군 환경부서 문의 및 방문 신청",시·군·구청,현물,"지원대상
○ 도내 저소득층 등 가정1) 에서 사용 중인 노후 보일러를 오염물질이 적게 배출되는 친환경적 보일러2) 로 교체 또는 신규 설치할 경우에 구입․설치비 지원
 1) 기초생활수급자 ( 차상위 계층 ) , 소년소녀가장, 저소득 한부모 가정, 등록 장애인 가정, 국가유공자․독립유공자 세대를 말하며, 세입자인 경우에도 지원 대상
 2) 가스보일러 ( 환경마크 인증 제품 ) 및 전기보일러를 말함. 단 도시가스 공급이 곤란한 지역의 경우 가정용 보일러 인증을 받은 2종 보일러 ( 기름, LPG ) 도 가능","지원내용
○ 전남도 내 저소득층 가정에 친환경보일러 보급
 - 노후보일러를 친환경보일러로 교체나 신규 설치시 지원

○ 지원금액 : 가구당 1대, 80만원 지원
 - 지역 여건, 보일러 종류 등에 따라 지원금액 상향 가능

○ 지원대상 보일러
 - 환경표지 인증을 받은 가스 보일러
 - 도시가스 미공급지역의 경우 가정용 보일러 인증을 받은 2종 보일러 ( LPG, 기름 ) 도 가능","목포시 ( ☎061-270-8675 )
여수시 ( ☎061-659-3812 )
순천시 ( ☎061-749-5785 )
나주시 ( ☎061-339-8924 )
광양시 ( ☎061-797-2795 )
담양군 ( ☎061-380-3077 )
곡성군 ( ☎061-360-8514 )
구례군 ( ☎061-780-2153 )
고흥군 ( ☎061-830-5378 )
보성군 ( ☎061-850-5334 )
화순군 ( ☎061-379-3081 )
장흥군 ( ☎061-860-6034 )
강진군 ( ☎061-430-3222 )
해남군 ( ☎061-530-5338 )
영암군 ( ☎061-470-2409 )
무안군 ( ☎061-450-5558 )
함평군 ( ☎061-320-1838 )
영광군 ( ☎061-350-4783 )
장성군 ( ☎061-390-7363 )
완도군 ( ☎061-550-5497 )
진도군 ( ☎061-540-3705 )
신안군 ( ☎061-240-8153 )",nan,"한부모,취약계층","직접금전지원,물품지원","(1) 도내 저소득층 등 
 - 가정①에서 사용 중인 노후 보일러를 오염물질이 적게 배출되는 친환경적 보일러
 - 가정②로 교체 또는 신규 설치할 경우에 구입․설치비 지원
(2) 가정
① 기초생활수급자 ( 차상위 계층 ) , 소년소녀가장, 저소득 한부모 가정, 등록 장애인 가정, 국가유공자․독립유공자 세대를 말하며, 세입자인 경우에도 지원 대상
② 가스보일러 ( 환경마크 인증 제품 ) 및 전기보일러를 말함. 단 도시가스 공급이 곤란한 지역의 경우 가정용 보일러 인증을 받은 2종 보일러 ( 기름, LPG ) 도 가능",도내 저소득층 등 ,"(1) 전남도 내 저소득층 가정에 친환경보일러 보급
 - 노후보일러를 친환경보일러로 교체나 신규 설치시 지원

(2) 금액 : 가구당 1대, 80만원 지원
 - 지역 여건, 보일러 종류 등에 따라 지원금액 상향 가능

(3) 해당 보일러
 - 환경표지 인증을 받은 가스 보일러
 - 도시가스 미공급지역의 경우 가정용 보일러 인증을 받은 2종 보일러 ( LPG, 기름 ) 도 가능",전남도 내 저소득층 가정에 친환경보일러 보급,[],0.0,"전남도는 기초생활수급자, 소년소녀가장, 저소득 한부모 가정, 등록 장애인 가정, 국가유공자․독립유공자 세대 등 도내 저소득층 가정의 노후 보일러를 친환경적 보일러로 교체 또는 신규 설치할 경우, 가구당 최대 80만원까지 지원합니다.  지원 대상 보일러는 환경표지 인증을 받은 가스 보일러이며,"
1026,여성,전라남도,여성농업인 행복바우처 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000145?administOrgCd=ALL,접수기관 별 상이,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청
※ 2024년 현재 전라남도 진도군만 온라인신청 가능",주민센터,이용권,"지원대상
○ 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인","지원내용
○ 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인에게 연간 20만원권 바우처 카드 지원","전남도청 농업정책과 ( ☎061-286-6243 )
목포시 ( ☎061-270-3421 )
여수시 ( ☎061-659-4406 )
순천시 ( ☎061-749-8670 )
나주시 ( ☎061-339-7433 )
광양시 ( ☎061-797-2372 )
담양군 ( ☎061-380-2714 )
곡성군 ( ☎061-360-8342 )
구례군 ( ☎061-780-2403 )
고흥군 ( ☎061-830-5371 )
보성군 ( ☎061-850-5383 )
화순군 ( ☎061-379-3623 )
장흥군 ( ☎061-860-5976 )
강진군 ( ☎061-430-3105 )
해남군 ( ☎061-530-5357 )
영암군 ( ☎061-470-2813 )
무안군 ( ☎061-450-4014 )
함평군 ( ☎061-320-1853 )
영광군 ( ☎061-350-5373 )
장성군 ( ☎061-390-8407 )
완도군 ( ☎061-550-5712 )
진도군 ( ☎061-540-3509 )
신안군 ( ☎061-240-8408 )",nan,농/어업인,이용권,(1) 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인,(1) 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인,(1) 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인에게 연간 20만원권 바우처 카드 지원,(1) 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 20세 이상 75세 이하 여성농어업인에게 연간 20만원권 바우처 카드 지원,"[[20, 75]]",1.0,"20세 이상 75세 이하, 도내에 1년 이상 주소를 두고 실제 농어업에 종사하는 여성농어업인에게 정부는 연간 20만원권 바우처 카드를 지원합니다."
1027,여성,전라남도,일제강점기 여자근로정신대 피해자 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000189?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 주민센터 : 관할 읍면동 주민센터 신청",주민센터,현금,"지원대상
○ 여자근로정신대 피해자로 결정된 사람중 전라남도에 주민등록을 두고 1년 이상 실제 거주한 자
 ※ 대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원위원회’ 심사에 따라 결정","지원내용
○ 전남에 주민등록을 두고 1년 이상 실제 거주한 일제강점기 여자근로정신대 피해자 생활보조비 등 지급
 - 생활보조비 월 30만원, 진료비 월 20만원 한도, 장제비 100만원",자치행정과 ( ☎061-286-3561 ),nan,취약계층,"직접금전지원,의료지원","(1) 여자근로정신대 피해자로 결정된 사람중 전라남도에 주민등록을 두고 1년 이상 실제 거주한 자
 ※ 대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원위원회’ 심사에 따라 결정",여자근로정신대 피해자로 결정된 사람중 전라남도에 주민등록을 두고 1년 이상 실제 거주한 자,"(1) 전남에 주민등록을 두고 1년 이상 실제 거주한 일제강점기 여자근로정신대 피해자 생활보조비 등 지급
 - 생활보조비 월 30만원, 진료비 월 20만원 한도, 장제비 100만원",전남에 주민등록을 두고 1년 이상 실제 거주한 일제강점기 여자근로정신대 피해자 생활보조비 등 지급,[],0.0,"전라남도에 주민등록을 두고 1년 이상 거주한 일제강점기 여자근로정신대 피해자는 생활보조비, 진료비, 장례비 등의 지원을 받을 수 있습니다.  지원 대상자는 지원위원회의 심사를 통해 결정되며, 생활보조비는 월 30만원, 진료비는 월 20만원까지 지원됩니다."
1028,한부모,전라남도,저소득 한부모가족 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000140?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 주민센터 : 관할 읍면동 주민센터 신청",주민센터,현금,"지원대상
○ 18세 미만 자녀 양육 한부모, 소득인정액이 기준중위소득 63% 이하","지원내용
○ 18세 미만 자녀를 양육하는, 기준 중위소득 63% 이하 한부모가족 대상
 - 생활지원금 ( 세대당 5~7만원/월 ) 지원
 - 대입자녀학자금 ( 대학 신입생 자년 1인당 150만원 이내/연 ) 지원
 - 장애가정 생활용품 ( 세대당 50만원 이내/5년1회 ) 지원",여성가족정책관 ( ☎061-286-5962 ),nan,"한부모,임신/출산/육아,대학 ( 원 ) 생,취약계층","직접금전지원,교육지원,물품지원","(1) 18세 미만 자녀 양육 한부모, 소득인정액이 기준중위소득 63% 이하","(1) 18세 미만 자녀 양육 한부모, 소득인정액이 기준중위소득 63% 이하","(1) 18세 미만 자녀를 양육하는, 기준 중위소득 63% 이하 한부모가족 대상
 - 생활지원금 ( 세대당 5~7만원/월 ) 지원
 - 대입자녀학자금 ( 대학 신입생 자년 1인당 150만원 이내/연 ) 지원
 - 장애가정 생활용품 ( 세대당 50만원 이내/5년1회 ) 지원",생활지원금 ( 세대당 5~7만원/월 ) 지원,"[[0, 17]]",1.0,"18세 미만 자녀를 양육하는 기준 중위소득 63% 이하 한부모 가족에게 생활지원금(월 5~7만원), 대입자녀학자금(연 150만원 이내), 장애가정 생활용품(5년 1회 50만원 이내)을 지원합니다."
1029,한부모,전라남도,제증명서 발급비용 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00093000003?administOrgCd=ALL,상시신청,"○ 상담예약 및 방문 신청
 - 전라남도금융복지상담센터 : www.jnfwc.or.kr
 - 사전 예약제 ( 홈페이지 또는 전화를 통한 상담예약 )",전라남도금융복지상담센터,현금,"지원대상
법률구조공단 무료지원 대상 ( 기준 중위소득 125% 이하 )","지원내용
○ 채무 조정에 필요한 서류 발급비용 지원
 - 개인파산·개인회생 신청 시 제출한 서류발급비용 지원 ( 1인 최대 6만원 )",전남금융복지상담센터 ( ☎061-727-2596 ),nan,취약계층,직접금전지원,(1) 법률구조공단 무료지원 대상 ( 기준 중위소득 125% 이하 ),(1) 법률구조공단 무료지원 대상 ( 기준 중위소득 125% 이하 ),"(1) 채무 조정에 필요한 서류 발급비용 지원
 - 개인파산·개인회생 신청 시 제출한 서류발급비용 지원 ( 1인 최대 6만원 )","(1) 채무 조정에 필요한 서류 발급비용 지원
 - 개인파산·개인회생 신청 시 제출한 서류발급비용 지원 ( 1인 최대 6만원 )",[],0.0,"법률구조공단 무료지원 대상인 중위소득 125% 이하의 법률구조공단 이용자에게 개인파산 또는 개인회생 신청 시 제출해야 하는 서류 발급비용을 지원합니다. 지원 범위는 1인당 최대 6만원까지이며, 채무 조정 절차를 위한 서류 발급 비용 부담을 완화하는 것을 목적으로 합니다."
1030,한부모,전라남도,청년 취업자 주거비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000136?administOrgCd=ALL,사업공고에 따른 신청,"○ 방문 신청 
 - 주민센터 : 주민등록 소재지 읍면동 주민센터 방문 신청",주민센터,현금,"지원대상
○ 도내 거주 18세~45세 청년 노동자 및 사업자
중복혜택 안돼요
청년월세 한시 특별지원","지원내용
○ 청년 노동자 및 사업자에게 월 20만원 지원 ( 최대 12개월 )",청년희망과 ( ☎061-286-2832 ),nan,구직/취업,"직접금전지원,주거지원","(1) 도내 거주 18세~45세 청년 노동자 및 사업자
 - 중복혜택 안돼요
 - 청년월세 한시 특별지원",도내 거주 18세~45세 청년 노동자 및 사업자,(1) 청년 노동자 및 사업자에게 월 20만원 지원 ( 최대 12개월 ),(1) 청년 노동자 및 사업자에게 월 20만원 지원 ( 최대 12개월 ),"[[18, 45]]",1.0,도내 거주 18세부터 45세까지의 청년 노동자 및 사업자를 대상으로 최대 12개월 동안 월 20만원씩 청년월세 한시 특별지원을 제공합니다.  이 지원은 중복혜택을 받을 수 없는 제도입니다.
1031,한부모,전라남도,청년 희망디딤돌 통장 운영,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000200?administOrgCd=ALL,사업공고문 확인 ( 2025년 4월 공고 예정 ),"○ 방문 신청
 - 주소지 관할 읍·면·동 행정복지센터 ( 주민센터 )

○ 기타
 - 접수처의 평일 ( 월~금요일 ) 근무시간 ( 09:00~18:00 ) 우편 도착분에 한하여 인정, 우편신청의 경우 등기우편만 인정 ( 일반우편 불인정 )",주민센터,현금,"지원대상
○ 기준중위소득 120% 이하 도내 청년 ( 18~ 45세 )
중복혜택 안돼요
중앙 및 타시도 자산형성지원사업 동일 수혜 불가","지원내용
○ 청년과 지자체가 공동적립통장을 개설, 본인부담금 ( 월10만원 ) 적립시 동일금액 지자체 매칭 지원 ( 3년간 )",청년희망과 ( ☎061-286-2832 ),nan,취약계층,직접금전지원,"(1) 기준중위소득 120% 이하 도내 청년 ( 18~ 45세 )
 - 중복혜택 안돼요
 - 중앙 및 타시도 자산형성지원사업 동일 수혜 불가",기준중위소득 120% 이하 도내 청년 ( 18~ 45세 ),"(1) 청년과 지자체가 공동적립통장을 개설, 본인부담금 ( 월10만원 ) 적립시 동일금액 지자체 매칭 지원 ( 3년간 )","청년과 지자체가 공동적립통장을 개설, 본인부담금 적립시 동일금액 지자체 매칭 지원 ( 3년간 ) 한다.","[[18, 45]]",1.0,"기준 중위소득 120% 이하의 18~45세 도내 청년을 대상으로, 3년간 청년과 지자체가 공동으로 운영하는 공동적립통장에 본인이 월 10만원을 적립하면 지자체가 동일 금액을 매칭 지원하는 사업을 운영합니다. 이 사업은 중복혜택 및 중앙 및 타시도 자산형성지원사업 동시 수혜를 제한합니다."
1032,한부모,전라남도/강진군,한부모가족 생신 챙겨드리기,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/492000000127?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 관할 읍면사무소 신청","주민센터,시·군·구청",현물,"지원대상
○ 저소득 한부모 가정 가구주","지원내용
○ 저소득 한부모가족의 가구주에게 과일 및 케이크 전달 등",군민행복과 ( ☎061-430-3173 ),nan,"한부모,취약계층",물품지원,(1) 저소득 한부모 가정 가구주,(1) 저소득 한부모 가정 가구주,(1) 저소득 한부모가족의 가구주에게 과일 및 케이크 전달 등,(1) 저소득 한부모가족의 가구주에게 과일 및 케이크 전달 등,[],0.0,"저소득 한부모 가정 가구주를 지원 대상으로, 과일 및 케이크 등을 전달하여  지원을 제공합니다."
1033,여성,전라남도/고흥군,소형 전기운반차 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000114?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 주민센터 : 읍·면사무소 방문 신청",주민센터,현금,"지원대상
○ 전남도내에 1년 ( 신청일 기준 ) 이상 거주하고, 농지를 소유 또는 임대하여 농산물을 실경작하고 있는 여성농업인 등","지원내용
○ 소형전기운반차 구입비의 일부 지원
 - 최저 350만원~최대 400만원",농업축산과 ( ☎061-830-5376 ),nan,농/어업인,직접금전지원,"(1) 전남도내에 1년 ( 신청일 기준 ) 이상 거주하고, 농지를 소유 또는 임대하여 농산물을 실경작하고 있는 여성농업인 등","전남도내에 1년 ( 신청일 기준 ) 이상 거주하고, 농지를 소유 또는 임대하여 농산물을 실경작하고 있는 여성농업인 등","(1) 소형전기운반차 구입비의 일부 지원
 - 최저 350만원~최대 400만원",소형전기운반차 구입비의 일부 지원,[],0.0,전남도내에 1년 이상 거주하며 농지를 소유 또는 임대하여 농산물을 실경작하는 여성농업인 등에게 소형전기운반차 구입비의 일부를 지원합니다. 지원금액은 최저 350만원에서 최대 400만원까지입니다.
1034,한부모,전라남도/고흥군,저소득 노인가구 국민건강보험료 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000117?administOrgCd=ALL,상시신청,"○ 개인 신청절차 없음 
 - 별도 신청 절차 없음
 - 건강보험공단에서 대상자 명단 송부",개인 신청절차 없음,현금 ( 감면 ),"지원대상
○ 만65세 이상 저소득 노인가구","지원내용
○ 대상 : 만 65세 이상 저소득 노인가구

○ 내용 : 월 건강보험료 최저보험료 이하

○ 지원방법 : 건강보험공단에서 대상자 선정 후 명단 통보 → 공단으로 보험금 지급",주민복지과 ( ☎061-830-5640 ),nan,"고령자,취약계층","직접금전지원,감면할인지원,보험료지원",(1) 만65세 이상 저소득 노인가구,(1) 만65세 이상 저소득 노인가구,"(1) 세부사항 : 월 건강보험료 최저보험료 이하
(2) 해당자 : 만 65세 이상 저소득 노인가구
(3) 방법 : 건강보험공단에서 대상자 선정 후 명단 통보 → 공단으로 보험금 지급",월 건강보험료 최저보험료 이하,"[[65, 200]]",1.0,만 65세 이상 저소득 노인가구에게 월 건강보험료 최저보험료 이하를 지원합니다. 건강보험공단에서 대상자를 선정하고 명단을 통보한 후 보험금을 지급합니다.
1035,한부모,전라남도/고흥군,저소득 한부모가족 지원 ( 명절위문품 ),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000113?administOrgCd=ALL,상시신청,"○ 개인 신청절차 없음 
 - 별도신청 불필요",개인 신청절차 없음,현물,"지원대상
○ 한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 )","지원내용
○ 한부모가족 명절위문품 지원 : 저소득 한부모가족 대상으로 명절위문품 ( 현물 ) 지원
○ 저소득 조손가족 동절기 부식비 지원 사업: 저소득 조손가구 김장김치 지원",여성가족과 ( ☎061-830-6034 ),nan,"한부모,초/중/고등학생,취약계층","생계지원,물품지원","(1) 한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 )","(1) 한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 )","(1) 한부모가족 명절위문품 지원 : 저소득 한부모가족 대상으로 명절위문품 ( 현물 ) 지원
(2) 저소득 조손가족 동절기 부식비 지원 사업: 저소득 조손가구 김장김치 지원",한부모가족 명절위문품 지원 : 저소득 한부모가족 대상으로 명절위문품 ( 현물 ) 지원,nan,nan,"대한민국 정부는 저소득 한부모가족을 위한 명절위문품 지원 사업과 저소득 조손가족을 위한 동절기 부식비 지원 사업을 추진합니다.  한부모가족은 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모를 포함하며, 지원 대상은 저소득층입니다."
1036,한부모,전라남도/고흥군,"저소득 한부모가족 지원 ( 학자금, 생활용품비 )",https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000132?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 주민센터 : 주소지 관할 읍면사무소 방문 신청",주민센터,현금,"지원대상
○ 한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 ) 
 
 * 한부모가족 지정 1년 경과 장애가정 중 최근 5년 이내 생활용품을 지원받지 않았고,
 국민기초생활보장법에 따른 생계 또는 의료급여를 받지 않는 가정을 대상으로 지원","지원내용
○ 한부모가족 대입자녀 신입생 학자금 지원 : 저소득 한부모가족 자녀 중 대학 신입생 1인당 최대 150만원 학자금 지원
○ 한부모 장애가정 생활용품비 지원 : 저소득 한부모 장애가정 대상으로 가전제품 구입비 지원",여성가족과 ( ☎061-860-6034 ),nan,"한부모,초/중/고등학생,대학 ( 원 ) 생,취약계층","직접금전지원,교육지원,물품지원","(1) 한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 )
* 한부모가족 지정 1년 경과 장애가정 중 최근 5년 이내 생활용품을 지원받지 않았고,
 - 국민기초생활보장법에 따른 생계 또는 의료급여를 받지 않는 가정을 대상으로 지원","한부모가족자격 ( 모자가정, 부자가정, 조손가정, 청소년한부모, 미혼한부모 )","(1) 한부모가족 대입자녀 신입생 학자금 지원 : 저소득 한부모가족 자녀 중 대학 신입생 1인당 최대 150만원 학자금 지원
(2) 한부모 장애가정 생활용품비 지원 : 저소득 한부모 장애가정 대상으로 가전제품 구입비 지원",한부모가족 대입자녀 신입생 학자금 지원 : 저소득 한부모가족 자녀 중 대학 신입생 1인당 최대 150만원 학자금 지원,nan,nan,"대한민국 정부는 저소득 한부모가족의 경제적 부담을 완화하기 위해 두 가지 지원 정책을 시행합니다. 첫째, 대학 신입생 한부모가족 자녀에게 최대 1,500만원의 학자금을 지원하고, 둘째, 한부모 장애가정에게 가전제품 구입비를 지원합니다."
1037,한부모,전라남도/고흥군,청년 디딤돌 주거안정 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000133?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청",주민센터,현금,"지원대상
○ 신청일 기준 18세 이상 ~ 49세 이하 청년 ( 1년 평균 가구소득인정액 기준중위소득 180% 이하/전용면적 85㎡ 이하 )","지원내용
○ 신청일 직전 6개월간 월 임대료 최대 20만원 지원
 - 연 최대 240만원/24개월",인구정책실 ( ☎061-830-5833 ),nan,취약계층,"직접금전지원,주거지원",(1) 신청일 기준 18세 이상 ~ 49세 이하 청년 ( 1년 평균 가구소득인정액 기준중위소득 180% 이하/전용면적 85㎡ 이하 ),(1) 신청일 기준 18세 이상 ~ 49세 이하 청년 ( 1년 평균 가구소득인정액 기준중위소득 180% 이하/전용면적 85㎡ 이하 ),"(1) 신청일 직전 6개월간 월 임대료 최대 20만원 지원
 - 연 최대 240만원/24개월","(1) 신청일 직전 6개월간 월 임대료 최대 20만원 지원
 - 연 최대 240만원/24개월","[[18, 49]]",1.0,"18세 이상 49세 이하의 중위소득 180% 이하, 전용면적 85㎡ 이하의 청년에게 신청일 직전 6개월간 월 임대료 최대 20만원을 지원합니다. 이는 연 최대 240만원, 24개월까지 지원되는 내용입니다."
1038,한부모,전라남도/곡성군,산모 신생아 건강관리서비스 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/486000000131?administOrgCd=ALL,상시신청,1. 방문신청 또는 온라인신청 : 복지로,보건소,이용권,"지원대상
대상 : 산모

 - 건강보험료 기준중위소득 150%이하 가정","지원내용
산모신생아 건강관리사 지원
 - 신청대상 : 산모
 - 신청기간 : 출산예정일 40일전부터 출산후 60일 이내
 - 신청장소 : 곡성군 보건의료원 건강증진과
 - 지원 내용 : 산모신생아 건강관리서비스 제공 ( 첫째아 최대 15일, 둘째아 이상 최대 20일까지 가능/ 토.일요일.공휴일 미포함 )
 - 지원금액 : 소득기준에 따라 차등 지급",곡성군보건의료원 ( ☎061-360-8952 ),nan,"임신/출산/육아,취약계층","직접금전지원,이용권,의료지원,서비스","(1) 산모
 - 건강보험료 기준중위소득 150%이하 가정",산모 등,"(1) 산모신생아 건강관리사 지원
 - 해당사항 : 산모
 - 신청기간 : 출산예정일 40일전부터 출산후 60일 이내
 - 신청장소 : 곡성군 보건의료원 건강증진과
 - 세부사항 : 산모신생아 건강관리서비스 제공 ( 첫째아 최대 15일, 둘째아 이상 최대 20일까지 가능/ 토.일요일.공휴일 미포함 )
 - 소득기준에 따라 차등 지급",산모신생아 건강관리사 지원,[],0.0,"곡성군에서는 건강보험료 기준 중위소득 150% 이하의 산모를 대상으로 산모신생아 건강관리사를 지원합니다. 산모는 출산 예정일 40일 전부터 출산 후 60일 이내에 곡성군 보건의료원 건강증진과에서 신청할 수 있으며, 소득 기준에 따라 차등으로 1~20일까지의 건강관리 서비스를 제공합니다."
